item_id,item,label
13706,rt usrId #kpkupdates D usrId boys injured in firing on replacing #anp flag wth #pakistan on clg httpAddress #saramnaak http,Affected individuals
13707,awaran mn DD dead keich mn DD httpAddress #balochistan #earthquake,Affected individuals
13708,rt usrId news this is the time of the need we must help the affected people of #balochistan usrId #mqm #pakistan httpAddress,Donation and volunteering
13709,rt usrId she is waiting for your help #awaran girl child #balochistanearthquake httpAddress,Donation and volunteering
13710,rt usrId 250 people have been killed in #balochistan didn t we have a chief minister there ? missing ? abducted ? or has he gone island ho,Affected individuals
13711,just shocking #news #earthquake in #pakistan httpAddress httpAddress,Other Useful Information
13712,#nasa releases images of #earthquake island off coast of #pakistan zalzala #jazeera httpAddress #earthchanges,Other Useful Information
13713,#earthquake m httpAddress island of hawaii hawaii httpAddress,Caution and advice
13714,khanchey bazi start on account of #earthquake victims httpAddress,Other Useful Information
13715,100 died and countless injured many homeless and living without any relief service after earthquake in #balochistan httpAddress,Affected individuals
13716,small island after earthquake in pakistan httpAddress #pakistan #gwadar #balochistan #earthquake #india via usrId,Other Useful Information
13717,death toll in #balochistan #earthquake mounts to DD with DD killed in #awaran alone ptvnewsofficial #pakistan,Affected individuals
13718,rt usrId nasa has released images of the new island formed after an earthquake in #pakistan httpAddress via usrId,Other Useful Information
13719,balochistan #earthquake awaran s 95 houses are damaged 100 deaths countless injuries no medicines no httpAddress #pakistan,Affected individuals
13720,rt usrId breaking news #earthquake of 5.5 magnitude on ractel scale hit #panjgur and #awaran,Other Useful Information
13721,rt usrId peru state of emergency for areas affected by earthquake httpAddress via usrId #peru #earthquake #terre,Caution and advice
13722,rt usrId i was rocked by a httpAddress earthquake 81km ne of l esperance rock new zealand !! #earthquake #quake watch by ninja software,Other Useful Information
13723,news the villages that were httpAddress #earthquake #pakistan,Other Useful Information
13724,news #balochistan earthquake life among the ruins in #gajjar httpAddress #pakistan,Infrastructure and utilities
13725,alert httpAddress virgin islands #earthquake #quake,Caution and advice
13726,new #earthquake magnitude httpAddress monday september DD DD at 4 20 01 am nzdt DD km east of seddon public httpAddress httpAddress,Other Useful Information
13727,watching pakistan #earthquake news ! shocked D httpAddress still waiting f any helps D save life ! waheguru !,Donation and volunteering
13728,rt usrId new massive earthquake rocks southwest #pakistan httpAddress,Caution and advice
13729,#earthquake m httpAddress southern california httpAddress,Other Useful Information
13730,#earthquake httpAddress southern california httpAddress,Other Useful Information
13731,rt usrId don t forget your #awaran #mashkay brothers amp ; sisters you can donate blood for quake victims call DD #balochi,Donation and volunteering
13732,rt usrId new major #earthquake rocks southwest #pakistan httpAddress,Caution and advice
13733,rt usrId if peace has killed people and destroyed lives for httpAddress is it better than a war which might provide a resolution ? #,Not related or irrelevant
13734,uk pm left everything when just one soldier httpAddress here a DD are feared dead and our pm is no where to be seen ! #balochistan #earthquake,Affected individuals
13735,5.0 #earthquake ! mon sep DD 07 25 25 cdt DD near 142km nnw of #kandrian #papuanewguinea httpAddress,Other Useful Information
13736,#currently #reading #word #wisdom #earthquake #faith #praying httpAddress,Sympathy and support
13737,rt usrId twerkbook pro #plurnt #earthquake httpAddress,Not related or irrelevant
13738,earthquakes in #pakistan timeline httpAddress worst earthquake in httpAddress 80 00 dead 200 00 injured D million ppl left homeless,Affected individuals
13739,how can anyone dislike #smap ? those guys are httpAddress #311 #earthquake,Not related or irrelevant
13740,rt usrId please help awaran and kech earthquake httpAddress #balochistan httpAddress usrId usrId usrId usrId,Donation and volunteering
13741,rt usrId #judreleif international media coverage in usrId #earthquake httpAddress,Not related or irrelevant
13742,#balochistan pdma is doing what it can with the next to nothing resources it httpAddress help them out httpAddress ask them what they need exactly,Not related or irrelevant
13743,2.4 magnitude httpAddress 18km n of middleton island httpAddress,Other Useful Information
13744,rt usrId 7.7 magnitude #quake in #pakistan just created a new island httpAddress,Other Useful Information
13745,rt usrId pakistanis struggle for food shelter after quake httpAddress #pakistan,Donation and volunteering
13746,rt usrId more than D dozen #earthquake victims mostly women and children shifted to #karachi from httpAddress,Affected individuals
13747,rt usrId #earthquake m 3.1 south america chile atacama vallenar preliminary earthquake report httpAddress httpAddress httpAddress,Other Useful Information
13748,rt usrId #usgs m httpAddress 62km nne of road town british virgin islands httpAddress #earthquake,Other Useful Information
13749,rt usrId usgs reports a httpAddress #earthquake 5km ene of badger alaska on httpAddress 22 26 21 utc httpAddress #quake,Other Useful Information
13750,2.5 magnitude httpAddress D mi from hollister ca united httpAddress,Other Useful Information
13751,#earthquake m httpAddress kermadec islands new zealand httpAddress,Other Useful Information
13752,#pakistan pm nawaz sharif said islam is a religion of peace compassion and httpAddress,Not related or irrelevant
13753,#thanksmqm for helping people of #pakistan in their bad amp ; amp ; amp ; amp ; amp ; good times via #kkf,Not related or irrelevant
13754,rt usrId #earthquake appreciate the spirit of this young donor f 9 park collection point httpAddress httpAddress,Sympathy and support
13755,#earthquake httpAddress near the coast of southern peru httpAddress httpAddress 01 42 43 jst utc 9 httpAddress httpAddress,Caution and advice
13756,usrId the 7.8 magnitude #earthquake in #pakistan creates island off the coast of balochistan httpAddress #jetlagged,Other Useful Information
13757,news #kkf have dispatched three trucks loaded with relief goods for #baluchistan #earthquake victims #reliefbykkf httpAddress,Donation and volunteering
13758,#web powerful httpAddress #earthquake strikes #mexico httpAddress,Other Useful Information
13759,#whereisnationalcounterterrorismpolicy nawaz shud know there is country call httpAddress he is incharge of it #earthquake #terrorism #flood,Other Useful Information
13760,1.6 magnitude httpAddress D km from yucca valley ca united httpAddress,Other Useful Information
13761,#earthquake m httpAddress northern california httpAddress,Other Useful Information
13762,some sources said that DD rape cases have been registered in #pakistan in last D httpAddress nation needs some lectures on httpAddress,Not related or irrelevant
13763,rt usrId tent villages have been set up in in muzaffargar #pakistan to help families affected by httpAddress httpAddress,Donation and volunteering
13764,death toll reaches httpAddress they have run out of httpAddress ya allah rehem ! #earthquake #awaran,Affected individuals
13765,#earthquake packed food httpAddress grains bottled water meds httpAddress can be deposited at cod dha or any nearby rangers httpAddress #karachi,Donation and volunteering
13766,rt usrId death toll in #pakistan earthquake rises to DD httpAddress,Affected individuals
13767,september 30 httpAddress more than DD innocent people were shot dead in D minutes ! #hyderabadmassacre #pakistan usrId,Affected individuals
13768,#earthquake m httpAddress central alaska httpAddress,Caution and advice
13769,new island formed by a httpAddress #earthquake yesterday off the coast of httpAddress httpAddress,Other Useful Information
13770,usrId #twitter #name #island #pakistan #earthquake #possiblenamesofnewisland #zalazalaisland,Not related or irrelevant
13771,rt usrId reaching the #earthquake victims is challenging in #awaran a part of #balochistan without any road network httpAddress,Infrastructure and utilities
13772,usgs reports a httpAddress #earthquake 13km n of morgan hill california on httpAddress 15 31 50 utc httpAddress #quake,Other Useful Information
13773,rt usrId oxfam due to start aid distribution today to those affected by #pakistan earthquake httpAddress,Donation and volunteering
13774,rt usrId rt gt ; faizanlakhani picture an injured child is being brought to the hospital after #peshawarblast #pakistan httpAddress,Affected individuals
13775,#pakarmy soldiers distributing relief goods among #earthquake victims #bravo #salute2pakarmy !! httpAddress,Donation and volunteering
13776,rt usrId pic8 prayers held for pakka qila #hyderabadmassacre at lal qila ground DD #karachi #pakistan httpAddress,Sympathy and support
13777,#usgs #breaking m httpAddress 55km n of hatillo puerto rico httpAddress #pasthour #28 #earthquake #tsunami #prayfromjapan,Other Useful Information
13778,13 killed as #bomb #explodes in #pakistan near #bus with government employees pakistani police official says ap,Affected individuals
13779,rt usrId salute to #pakistani httpAddress flown to #balochistan to help our people after httpAddress,Donation and volunteering
13780,prayers to those affected by the earthquake in #pakistan,Sympathy and support
13781,#pakistan #quake kills DD and creates island httpAddress,Affected individuals
13782,rt usrId death toll in fresh #earthquake reaches DD in httpAddress ya allah have mercy on #pakistan,Affected individuals
13783,rt usrId friday prayers a group of protestors holding the flag of #pakistan in #srinagar httpAddress #kashmir,Not related or irrelevant
13784,D bullet riddle dead bodies were found in different parts of #balochistan in dera bugti D bodies and D bodies in panjgur in 2Dhours usrId,Affected individuals
13785,the increase in electricity rates will destroy poor s life in httpAddress even middle class will find it hard to accomodate it in httpAddress,Not related or irrelevant
13786,rt usrId toll from #pakistan quake reaches DD people officials httpAddress,Affected individuals
13787,natural disaster or man made disaster end result is dead pakistani may god have mercy on us all #awaran #balochistan #peshawarchurchblast,Affected individuals
13788,rt usrId #pakistan earthquake reportedly creates a new httpAddress httpAddress httpAddress,Other Useful Information
13789,rt usrId #earthquake opposition walks out over govt apathy to quake #balochistan httpAddress,Other Useful Information
13790,#mqm #pakistan balochistan two more islands pop up off pasni coast karachi after the powerful earthquake httpAddress httpAddress,Other Useful Information
13791,#earthquake 4.8 17km se of kushima japan httpAddress,Other Useful Information
13792,rt usrId second #earthquake with high #humanitarian impact hits south west #pakistan httpAddress #gdacs,Other Useful Information
13793,rt usrId usrId usrId usrId usrId httpAddress shame on pak httpAddress #earthquake effectees surrounded dco offc #awaran people crying for httpAddress,Other Useful Information
13794,#earthquake m httpAddress 18km ese of kitaibaraki japan monday september 30 DD 13 37 39 utcmonday september httpAddress httpAddress,Not related or irrelevant
13795,rt usrId with reasonable men i will reason ; with humane men i will plead ; but to tyrants i will give no quarter william l g,Not related or irrelevant
13796,rt usrId countless httpAddress 600 httpAddress #balochistan httpAddress help baloch welfare committee to help the httpAddress httpAddress,Affected individuals
13797,rt usrId relief goods to balochistan earthquake httpAddress #mqm #kkf #balochistan #earthquake httpAddress,Donation and volunteering
13798,rt usrId #kkf have dispatched three trucks loaded with relief goods for #baluchistan #earthquake victims #reliefbykkf httpAddress,Donation and volunteering
13799,#usgs #breaking m httpAddress 116km w of cantwell alaska httpAddress #pasthour #18 #earthquake #tsunami #prayfromjapan,Other Useful Information
13800,strong #earthquake jolts #pakistan again httpAddress,Caution and advice
13801,it is hilarious and the joke is on #pakistan when their pm said #indian prime minister acting like a dehate httpAddress httpAddress,Not related or irrelevant
13802,#earthquake at 168km ssw of amatignak island alaska 3.3 m . detph httpAddress km . 2013 09 28 00 32 37 utc httpAddress,Other Useful Information
13803,rt usrId over DD people lose their lives #earthquake #balochistan since yesterday httpAddress there are still many areas where no r,Affected individuals
13804,wow ! mt usrId here s island that rose from sea after #pakistan earthquakeit s 200m long 100m wide amp ; 20m high httpAddress,Other Useful Information
13805,very tragic just came to know #india backed #bla has attacked #earthquake relief operation amp ; martyred D fc httpAddress httpAddress,Other Useful Information
13806,rt usrId DD killed as another quake jolts shattered #balochistan district updates httpAddress #awaran #pakistan #earthqua,Affected individuals
13807,please read httpAddress #loadshedding has many benefits #pakistan #electricityshortages #imcwf,Not related or irrelevant
13808,rt usrId #pakistan at least DD killed in an explosion in a market in #peshawar city of #pakistan,Affected individuals
13809,#kkf relief activities for #balochistan earthquake victims #reliefbykkf #mqm httpAddress,Donation and volunteering
13810,it is due to the #failedsystem that we ourselves have httpAddress failed to implement the #pakistan that qaid e azam httpAddress,Not related or irrelevant
13811,the ttp did not attack idps httpAddress #earthquake victims or their rescue teams unlike the httpAddress #justsaying,Not related or irrelevant
13812,rt usrId enemy of baloch #pakistan army doctors treating patients in #earthquake hit areas in #balochistan httpAddress,Other Useful Information
13813,rt usrId california to create #earthquake early alert system httpAddress httpAddress,Other Useful Information
13814,powerful httpAddress earthquake strikes mexico httpAddress #breakingnews #earthquake #mexico,Other Useful Information
13815,#earthquake m httpAddress southern california httpAddress,Other Useful Information
13816,death toll in #balochistan continues D rise after #earthquake #pakistan armed forces continue relief n httpAddress feel like going there myself,Affected individuals
13817,rt usrId you didn t believe the new island rising due to the #earthquake ? watch this before it gets removed httpAddress,Not related or irrelevant
13818,#earthquake m httpAddress puerto rico region september 30 DD 01 18 04 gmt httpAddress,Caution and advice
13819,rt usrId ali ahmed baloch secretary #education #balochistan speaking at alif ailaan event in #quetta usrId httpAddress,Other Useful Information
13820,rt usrId pakistan army providing mres meal ready to eat packs to #earthquake victims in kheich turbat httpAddress httpAddress,Donation and volunteering
13821,rt usrId blast in a bus carrying secretariat employees on charsada road httpAddress seven httpAddress #pakistan,Affected individuals
13822,rt usrId here s the island that rose from the sea after #pakistan httpAddress it is 200m long 100m wide and 20m httpAddress httpAddress,Other Useful Information
13823,rt usrId talkshow usrId in part 1 geo aman ki asha special program on #pakistan #india relationship #mqm httpAddress,Not related or irrelevant
13824,rt usrId death toll has reached 100 and still counting thousands injured millions home less in #awaran #occupiedbalochistan #baloch,Affected individuals
13825,rt usrId at 1 13 15 christian aid speaks about the difficulties in delivering aid following the #pakistan quake httpAddress,Donation and volunteering
13826,over DD killed in #pakistan #bombing httpAddress,Affected individuals
13827,new island popped up near gwadar due to httpAddress congrats land mafia got some new bussiness httpAddress #pakistan,Other Useful Information
13828,#pakistan #news mumbai building collapse DD dead rescue operations called off httpAddress,Not related or irrelevant
13829,rt usrId just in another island appeared on balochistan s coastal belt between ormara and httpAddress #pakistan #pakistanearthquake,Other Useful Information
13830,relief workers security officials attacked with #guns #rockets while trying to reach #pakistan #earthquake victims httpAddress,Donation and volunteering
13831,#sismo mundo #earthquake magnitude 4.8 near east coast of #kamchatka DD september 28 21 16 09 utc httpAddress,Other Useful Information
13832,rt usrId death toll in massive #pakistan earthquake rises to DD httpAddress,Affected individuals
13833,rt usrId #earthquake appreciate the spirit of this young donor f 9 park collection point httpAddress httpAddress,Donation and volunteering
13834,DD killed over DD injured in peshawar blast business standard afpDD killed over DD httpAddress httpAddress #pakistan #news,Affected individuals
13835,httweets militants fire rockets at #pakistan quake relief helicopter no one hurt httpAddress #balochistan what a nation !,Not related or irrelevant
13836,rt usrId 7 4 earthquake hits #pakistan,Other Useful Information
13837,the most unfortunate man in the world by usrId #balochistan earthquake httpAddress httpAddress,Sympathy and support
13838,#pakistan #news quake relief fund pm urges nation to donate generously httpAddress,Donation and volunteering
13839,rt usrId #pakistan rejected the requests of international ngos to enter in #balochistan for rescue and relief httpAddress #earthquake,Donation and volunteering
13840,rt usrId pic 18 #kkf send relief goods for #balochistan earthquake victims #reliefbykkf #mqm #pakistan httpAddress,Donation and volunteering
13841,guys i need non biased httpAddress which is better nokia asha or aman ki asha ? #pakistan #india,Not related or irrelevant
13842,rt usrId DD people died in #earthquake they are not httpAddress #nust imposes dress code they are having sleepless httpAddress they are,Affected individuals
13843,rt usrId its the duty of pak httpAddress amp ; civilian admin not only to provide rescue amp ; relief but also to keep #earthquake area httpAddress,Donation and volunteering
13844,humanitarian appeal disaster death amp ; debris lingering survivors of balochistan #earthquake httpAddress,Donation and volunteering
13845,earthquake jolts sindh and balochistan again tremors felt in karachi and awaraan as httpAddress #pakistan,Caution and advice
13846,rt usrId there are two kinds of httpAddress one those who like pm httpAddress and those who are neutral since httpAddress #pakistan #india,Not related or irrelevant
13847,usgs reports a httpAddress #earthquake 37km sse of hawthorne nevada on httpAddress 18 48 34 utc httpAddress #quake,Other Useful Information
13848,#islamabad s persistent close door policy disallowing int l aid agencies to rescue relief amp ; rehabilitate #earthquake victims httpAddress,Donation and volunteering
13849,rt usrId update on the #pakistan earthquake numbers continue to rise to more than DD died and DD injured according to the #un,Affected individuals
13850,#usgs #alert m httpAddress puerto rico region httpAddress #pastday #earthquake #tsunami #prayfromjapan,Other Useful Information
13851,has the earth spun on its axis #winds #crazy #wildweather #bushifes #floods #earthquake,Not related or irrelevant
13852,2.0 magnitude httpAddress DD mi from alpine ca united httpAddress,Other Useful Information
13853,no blankets no tents no food usrId on usrId #pakistan httpAddress httpAddress httpAddress,Donation and volunteering
13854,three people killed in drone strike in north #waziristan #pakistan #dunyatv,Affected individuals
13855,rt usrId httpAddress #pti clarify their policy pl amp ; in tv talk show asad umer said 2open off 4taliban is personal opine,Not related or irrelevant
13856,#earthquake m httpAddress southern california httpAddress,Other Useful Information
13857,rt usrId photo this is the new island created by pakistan s deadly 7.7 earthquake httpAddress #pakistan #quake httpAddress,Other Useful Information
13858,rt usrId balochistan tragic #earthquake kiling more thn DD httpAddress pti balochistan team amp ; volunteers will visit these areas for reco,Affected individuals
13859,#kpkupdates on cm s directions 13 trucks of emergency response items D balochistan #earthquake victims sent httpAddress httpAddress,Donation and volunteering
13860,brother and his friend just ran down the stairs #earthquake #stfu,Other Useful Information
13861,rt usrId magnitude 6.6 47km s of acari peru #earthquake httpAddress,Other Useful Information
13862,rt usrId once again 7.2 magnitude strong #earthquake in #balochistan .. #pakistan astaghfirullah,Other Useful Information
13863,rt usrId pakistan quake death toll surges above DD gt ; gt ; httpAddress via usrId #balochistan #disaster,Affected individuals
13864,7.7 #earthquake in #pakistan death toll DD amp ; httpAddress haiti s DD quake was httpAddress httpAddress,Affected individuals
13865,#balochistanearthquake victims need your support #balochistan httpAddress,Donation and volunteering
13866,ww 2013 09 29 15 10 49 utc at 10km sw of the geysers #california httpAddress httpAddress 1.0 sr depth httpAddress .. #earthquake,Other Useful Information
13867,rt usrId signs of latter days malfoozat vol2 pg DD surah al zilzal v D promised messiah as ! #earthquake #ahmadiyya httpAddress,Not related or irrelevant
13868,#earthquake m httpAddress southern alaska httpAddress,Other Useful Information
13869,rt usrId pic2 #kkf send relief goods for #balochistan earthquake victims #reliefbykkf #mqm httpAddress,Donation and volunteering
13870,rt usrId #jamiat has its brother organization study aid foundation D excellence #safe to help needy students all over #pakistan #ja,Not related or irrelevant
13871,#earthquake m 3.4 caribean dominican republic la altagracia otra banda preliminary earthquake report .. httpAddress,Other Useful Information
13872,rt usrId death toll rises to DD in balochistan earthquake #pakistan httpAddress,Affected individuals
13873,rt usrId nasa satellite images of new mud island formed by pakistan httpAddress httpAddress,Other Useful Information
13874,world bank group in #pakistan is conducting framework httpAddress help provide input on key development httpAddress #speakforpakistan ! httpAddress,Donation and volunteering
13875,naming the dead new project lists people killed by #us #drones in #pakistan banoosh httpAddress,Not related or irrelevant
13876,#usgs #alert m httpAddress southern california september 28 DD 07 29 28 gmt httpAddress #earthquake #tsunami #prayfromjapan,Other Useful Information
13877,#earthquake m httpAddress southern alaska httpAddress,Caution and advice
13878,#pakistan just can t stay out of int l media httpAddress if its not a terrorist attack a flood or an earthquake it s a freakin new island !,Other Useful Information
13879,bbc news #pakistan quake island off #gwadar emits flammable gas httpAddress #paperli,Other Useful Information
13880,rt usrId raising funds for #earthquake affectees ! performing at karachi usrId sunday httpAddress DD for tickets httpAddress,Donation and volunteering
13881,on the holy day of friday the death toll of innocents reach 13 many injured they all were working class of our httpAddress #pakistan,Affected individuals
13882,#pakistan shahbaz sharif expresses sorrow over earthquake deaths httpAddress,Sympathy and support
13883,sad to see #racists abusing #islam even when an #earthquake strikes innocent ppl httpAddress #pakistan #allah #muslim #usa #uk,Sympathy and support
13884,help d affectees of #balochistan earthquake by providing thm aid in shape of food items other nessesities provide things ner army httpAddress,Donation and volunteering
13885,rt usrId #pakistanarmy kicks off rescue operations in #earthquake hit areas of httpAddress httpAddress,Donation and volunteering
13886,at least DD people have been killed in #pakistan s 7.7 magnitude httpAddress httpAddress,Affected individuals
13887,rt usrId cm #balochistan has requested separatists to cooperate else earthquake victims will die from hunger httpAddress,Donation and volunteering
13888,magnitude 2.8 earthquake in oklahoma county httpAddress httpAddress #quake #earthquake,Caution and advice
13889,rt usrId ttp demanded released of prisoners which includes militants of ssp now aswj amp ; httpAddress the nexus that many denied is now,Other Useful Information
13890,#usgs #alert m httpAddress central california httpAddress #pastday #earthquake #tsunami #prayfromjapan,Other Useful Information
13891,rt usrId DD mre meal ready to eat packs DD httpAddress have been distributed among the #earthquake victims in httpAddress,Donation and volunteering
13892,#usgs #alert m httpAddress central california september 28 DD 01 37 53 gmt httpAddress #earthquake #tsunami #prayfromjapan,Caution and advice
13893,rt usrId photo people walk on a new island that emerged from the arabian sea DD minutes after the #pakistan earthquake httpAddress,Other Useful Information
13894,need is but intl help rejected rt usrId humanitarian nightmare spreads in wake of #pakistan #earthquake httpAddress,Other Useful Information
13895,rt usrId #earthquake at 10km e of edmond oklahoma 2.8 m . detph 5.4 km . 2013 09 26 07 17 11 utc httpAddress,Other Useful Information
13896,usrId you are churning out political shit and httpAddress i never said anything about #pakistan and i only have feelings for the ones,Not related or irrelevant
13897,teams are ready to provide medical aid in #arawan #balochistan following #earthquakes once we are granted safe passage,Donation and volunteering
13898,rt usrId #pakistan eq unosat sat analysis concludes massive damage httpAddress usrId usrId usrId usrId usrId,Infrastructure and utilities
13899,rt usrId pic 20 #kkf send relief goods for #balochistan earthquake victims #reliefbykkf #mqm #pakistan httpAddress,Donation and volunteering
13900,september 30 httpAddress more than DD innocent people were shot dead in D minutes ! #hyderabadmassacre #pakistan usrId,Affected individuals
13901,rt usrId upon da directives of altafhussain kkf in action D help da needy ppl of #balochistan #earthquake #pakistan httpAddress,Donation and volunteering
13902,DD dead .. a disgrace odyssey #earthquake #balochistan #pakistan,Affected individuals
13903,rt usrId join hands with pak army to help our brothers amp ; sisters in #balochistan by providing them httpAddress to any army center or c,Donation and volunteering
13904,40 00 citizens of #pakistan have laid down their lives in the war against terror says pm #nawazsharif addressing the #unga,Not related or irrelevant
13905,#earthquake at 270km se of lambasa fiji 4.5 m . detph httpAddress km . 2013 09 24 22 41 51 utc httpAddress,Other Useful Information
13906,pls start donating to drives collecting for #balochistan earthquake victims ! get in touch if you d like to know ppl who are collecting,Donation and volunteering
13907,#pakistani #women #pakistan notification of electricity price hike submitted in sc httpAddress,Not related or irrelevant
13908,balochs need us all in this httpAddress request all to pay a helpful visit to httpAddress heart bleeds to see their condition #awaran #earthquake,Sympathy and support
13909,rt usrId this girl lost her house in earthquake but still trying to cheer her httpAddress #pakistan httpAddress,Infrastructure and utilities
13910,#usgs #alert m httpAddress kenai peninsula alaska september 28 DD 01 35 59 gmt httpAddress #earthquake #tsunami #prayfromjapan,Other Useful Information
13911,rt usrId allah aur rasul kay wastay hamlay band kar httpAddress wafaq al httpAddress what a state of helplessness .. hopeless people #pakistan,Not related or irrelevant
13912,pakistan explosion of car bomb in peshawar market causes DD dead #peshawar #pakistan #carbomb #market httpAddress,Affected individuals
13913,#earthquake usgs earthquake alert m 2.8 47km n of hatillo puerto rico httpAddress,Not related or irrelevant
13914,allah aur rasul kay wastay hamlay band kar httpAddress wafaq al httpAddress what a state of helplessness .. hopeless people #pakistan,Sympathy and support
13915,was watching the news coverage of #earthquake in #balochistan on #expressnews the relief teams are doing great awesome job thre #respect,Donation and volunteering
13916,quake m httpAddress southern california httpAddress #earthquake #quake,Not related or irrelevant
13917,rt usrId prayers of strength amp ; perseverance go out to the families of httpAddress almightys mercy on all ! #pakistan #earthquake,Sympathy and support
13918,rt usrId news #balochistan quake aftershock of magnitude D hits #awaran httpAddress #islamabad,Other Useful Information
13919,#khalifa orders aid to #pakistan quake victims httpAddress httpAddress #uae,Donation and volunteering
13920,rt usrId earthquake #karachi #quetta . reporting from newsroom,Other Useful Information
13921,rt usrId usrId rescue and relief efforts by pakistan army continue in earthquake affected areas of #balochistan httpAddress,Donation and volunteering
13922,taliban should open their offices D peace talks if they start recruitment of new jihaidi than what #pakistan will do ? #amankiasha,Not related or irrelevant
13923,#earthquake at 2km se of loma linda california 2.8 m . detph httpAddress km . 2013 09 30 19 35 33 utc httpAddress,Other Useful Information
13924,when DD dead people get less coverage than a new httpAddress #balochistan #moralities,Affected individuals
13925,usgs reports a httpAddress #earthquake 27km wsw of coalinga california on httpAddress 1 03 10 utc httpAddress #quake,Caution and advice
13926,#earthquake m httpAddress central alaska httpAddress,Other Useful Information
13927,#pakistan the quake also created a small island in the arabian httpAddress experts visited the island and found methane gas httpAddress,Other Useful Information
13928,you never felt it ? the ground moved ! #earthquake #la #socal,Other Useful Information
13929,aerial view of awaran #balochistan after #earthquake httpAddress,Other Useful Information
13930,may allah help those who are struggling and may he give us the courage to act when we httpAddress ameen ! #pakistan,Sympathy and support
13931,4.7 magnitude httpAddress DD km from garm khatlon httpAddress,Other Useful Information
13932,4.9 magnitude earthquake jolts in jewani httpAddress #capitaltv,Other Useful Information
13933,#pakarmy providing relief to #earthquake httpAddress #pakistanarmyzindabad ! lt ;3 httpAddress,Donation and volunteering
13934,#earthquake m httpAddress 48km wsw of iranshahr iran monday september 30 DD 03 44 51 utcmonday september 30 httpAddress httpAddress,Caution and advice
13935,rt usrId lots of prayers for #earthquake httpAddress hope relief efforts are effective #pakistan,Sympathy and support
13936,pic11 #kkf send relief goods for #balochistan earthquake victims #reliefbykkf #mqm httpAddress,Donation and volunteering
13937,#usgs #breaking m httpAddress 48km nnw of searles valley california httpAddress #pasthour #13 #earthquake #tsunami #prayfromjapan,Not related or irrelevant
13938,rt usrId photo #nasa releases image of #pakistan s earthquake island httpAddress httpAddress,Other Useful Information
13939,rt usrId thoughts of quaid e azam and #pakistans ideology was in compliance with the islamic httpAddress,Not related or irrelevant
13940,felt #earthquake httpAddress strikes DD km w of #ddu #pakistan DD min httpAddress please report to httpAddress httpAddress,Other Useful Information
13941,rt usrId httpAddress usrId quake survivors desperate for food and water kamal hyder reports httpAddress #pakistan #b,Donation and volunteering
13942,rt usrId rt usrId #reliefpk china #offer humanitarian aid to #pakistan red crescent httpAddress #hmrd,Donation and volunteering
13943,southwest #pakistan hit by second devastating quake this httpAddress video httpAddress #news,Other Useful Information
13944,#earthquake #magnitude 6.4 sea of okhotsk httpAddress,Other Useful Information
13945,a birds eye view of earths newest #island #earthquake #gawadar httpAddress,Other Useful Information
13946,#earthquake m httpAddress southern alaska httpAddress,Not related or irrelevant
13947,power shock followed by petrol bomb #pakistan #pmln #pti sharp increase in electricity tariff httpAddress,Not related or irrelevant
13948,rt usrId with #pakistan pm nawaz httpAddress offered condolences for earthquake in #awaran reiterated uk httpAddress #unga httpAddress,Sympathy and support
