item_id,item,label
19808,rt usrId hey twitter i ll draw your portrait with the historical figure s of your choice for a donation to nepal ! httpAddress,Donations and volunteering
19809,nepal earthquake death toll exceeds 1 500 rolling report httpAddress rolling coverage of developments in himalayan nation,Affected individuals
19810,rt usrId looking for ways to help #nepalquake victims ? check out usrId list of orgs offering aid in the region httpAddress,Donations and volunteering
19811,babymetal fan club helping those affected by the nepal httpAddress all profit from each t shirt purchased at httpAddress httpAddress,Donations and volunteering
19812,rt usrId help us help httpAddress nff is sending responders for rescue amp ; httpAddress we need your donation to help those httpAddress ht,Donations and volunteering
19813,rt usrId death toll from massive nepal #earthquake rises to DD with many more trapped under rubble httpAddress httpAddress,Affected individuals
19814,usrId kids in my house were actually amused as it was not that httpAddress course one was not predicting things in nepal,Sympathy and support
19815,rt usrId who has deployed emergency health kits to cover health needs of thousands of affected people in #nepal #nepalquake httpAddress,Donations and volunteering
19816,girish karnad spotted in nepal to for a beef masala meal,Not related or irrelevant
19817,sikh sevak from #goldentemple to send 100 00 food packets to earthquake hit nepal thx for httpAddress #respect,Donations and volunteering
19818,better disaster management needed at sonar fort experts vimal bhatia the natural calamity in nepal raises .. httpAddress,Other Useful Information
19819,rt usrId a survivor was pulled from the rubble in httpAddress follow updates on the nepal earthquake httpAddress httpAddress,Affected individuals
19820,rt usrId follow usrId for latest updates on #redcross response to #nepalearthquake httpAddress,Donations and volunteering
19821,rt usrId we have been in touch with all our #outreach teams in nepal and they are all doing httpAddress pray for #nepalearthquake . httpAddress,Sympathy and support
19822,t mobile offers free calls to nepal but will they get through ? video christian science monitor httpAddress httpAddress,Donations and volunteering
19823,rt usrId please text nepal to DD to give D to usrId #nepal earthquake appeal t amp ; c httpAddress costs D service,Donations and volunteering
19824,rt usrId many people killed and injured in powerful quake in nepal scores of people have been killed and many injured .. httpAddress,Affected individuals
19825,rt usrId #earthquake latest image of indian aircraft leaving for #nepal from hindon httpAddress #nepalquakerelief httpAddress,Other Useful Information
19826,rt usrId many qualified #clinicians in our hf team in httpAddress dr alfa wali usrId is an nhs surgeon from imperial in london h,Donations and volunteering
19827,rt usrId how many team send by usrId usrId ford found greenpeace for rescue op nepal #meaatwork #indiawithnepal httpAddress,Other Useful Information
19828,15k people died in nepal ? httpAddress my heart breaks for them,Affected individuals
19829,i just donated to support the nepal earthquake survivors and hope you will too ! #supportnepal httpAddress,Donations and volunteering
19830,rt usrId chinese international search amp ; rescue team amp ; their rescue dogs off to help in quake hit httpAddress photo via reuters httpAddress,Donations and volunteering
19831,earth quake in httpAddress what can we do ? #nepalearthquake #nepalquake please rt #earthquake httpAddress,Other Useful Information
19832,villages near nepal earthquakes epicenter are desperate five hours by car from kathmandu then by foot for several miles past the httpAddress,Infrastructure and utilities
19833,rt usrId help children affected by the #nepalearthquake support unicef s relief efforts httpAddress via usrId #ne,Donations and volunteering
19834,you can make your thug life videos with thug life httpAddress nepal #whereiwaswhenzaynquit pelle #catcinema e httpAddress e,Not related or irrelevant
19835,rt usrId thousands in nepal struggling to survive and in dire need for httpAddress meanwhile citizens of baltimore looting junk food and,Donations and volunteering
19836,rt usrId kathmandu airport is out of parking httpAddress 15 flights holding amp ; waiting for their turn httpAddress httpAddress,Other Useful Information
19837,rt usrId just gave out a huge pile of clothes for #nepalearthquake please #donate whatever you can,Donations and volunteering
19838,live nepal quake toll could reach 10 00 says pm koirala httpAddress httpAddress,Affected individuals
19839,rt usrId a sad day for httpAddress let s sympathies with the families who lost love ones and pray for httpAddress f,Sympathy and support
19840,rt usrId hoping all is ok calgary bar own in nepal httpAddress usrId,Sympathy and support
19841,rt usrId startling images of destruction in #nepal after httpAddress httpAddress httpAddress httpAddress,Infrastructure and utilities
19842,rt timesnow DD people from maharashtra stranded in nepal are safe maharashtra cm devendra fadnavis pti,Affected individuals
19843,india rescues DD people from nepal death toll 1 DD0 after nepal was struck by the worst earthquake in DD httpAddress httpAddress,Affected individuals
19844,rt usrId death toll from nepal #earthquake is now near 4 00 including 3 862 in httpAddress httpAddress httpAddress,Affected individuals
19845,rt usrId this is why i love httpAddress people here help one another because they know the govt often can t usrId httpAddress,Sympathy and support
19846,rt usrId i m in httpAddress my prayers to all in #nepalearthquake just watching the news online 6 5 so scary .. my heart hurts ..,Sympathy and support
19847,rt usrId #msghelpearthquakevictims helpline numbers of the indian embassy in nepal 977 DD 977 DD,Donations and volunteering
19848,rt usrId pm netanyahu sent a letter to nepalese pm koirala saying israel was pained by the disaster that has befallen #nepal httpAddress,Sympathy and support
19849,rt usrId 4 n pal missing they were trekking in langtang near ghore tabela during #nepalearthquake httpAddress please rt httpAddress,Affected individuals
19850,rt usrId trending india 08 10 am ist 6 . #nepalearthquake 7 . was wrong 8 . abu bakr al baghdadi 9 . anurag thakur 10 . everest,Not related or irrelevant
19851,rt usrId here s how you can help those affected by the httpAddress donate now httpAddress httpAddress,Donations and volunteering
19852,rt usrId httpAddress when he heard what has been going on he burst into httpAddress a lot of jews around the world have come forward to con,Not related or irrelevant
19853,rt usrId more than manpower search amp ; rescue teams are operating with their dogs to locate survivors in #nepal httpAddress,Affected individuals
19854,rt usrId heavy equipment could not fit through many of the narrow streets of kathmandu #directorgeneral #ndrf #opsingh,Other Useful Information
19855,rt usrId httpAddress is on the ground in nepal and needs our help to aid earthquake httpAddress text the word nepal to DD now t,Donations and volunteering
19856,rt usrId pm netanyahu informed his nepalese counterpart that an advance team would leave tonight httpAddress #nepal,Donations and volunteering
19857,rt usrId #prayfornepal god please give them strength f f i hope everyone will be httpAddress,Sympathy and support
19858,rt usrId what was we pose to do ? rt morgaanf 1 00 were killed in nepal amp ; people were worrying about bruce httpAddress httpAddress,Affected individuals
19859,rt usrId #finnishredcross campaigns for nepal earthquake disaster httpAddress,Donations and volunteering
19860,rt usrId given the tragedy in india and nepal mobile operators and corporates in food and water businesses must show compassion and,Donations and volunteering
19861,rt usrId httpAddress nepal earthquake death toll tops DD #nepalearthquake DD httpAddress,Affected individuals
19862,rt usrId heard pm to give 6lacs to family of demised in nepal but will give ignorance to 100s dead farmers amp ; jal satyagrahis h,Donations and volunteering
19863,rt usrId many reputable and effective organizations you may donate to for #nepalquakerelief httpAddress #nepalearthquake #,Donations and volunteering
19864,the #nepalearthquake has taken the lives of more that DD people #rip,Affected individuals
19865,rt usrId amritsar s golden temple to send one lakh food packets per day to nepal without soul harvesting httpAddress,Donations and volunteering
19866,rt usrId golden temple will send 1 00 00 packets of meal per day to nepal everyday along with a few other gurudwara #respect http,Donations and volunteering
19867,rt usrId pak amp ; nepal share a strong bilateral httpAddress amp ; efforts must continue to be made to assist the victims of this unfortunate,Other Useful Information
19868,rt usrId same bureaucracy relief tms bt diffrnt httpAddress is nt a cmparisn bt evaluation f disastr mngemnt #nepalearthquake httpAddress,Other Useful Information
19869,these rescues from nepal that are still happening are httpAddress it just blows my mind that babies and others are still making it . #nepal,Affected individuals
19870,the latest on nepal quake reconstruction cost 5 billion #sanfrancisco httpAddress,Other Useful Information
19871,rt usrId mea opens DD hour control room for queries regarding tragic httpAddress numbers #earthquake httpAddress,Other Useful Information
19872,rt usrId rescuers in nepal s capital kathmandu have found a fifteen year old boy alive in an air pocket under tonnes of httpAddress #sab,Affected individuals
19873,rt usrId gallery for nepal curious animal magazine httpAddress,Other Useful Information
19874,D million people may be affected by nepal earthquake says httpAddress up to eight million people have had their httpAddress httpAddress,Affected individuals
19875,rt usrId india s defence ministry tweets pictures of aid operation to help victims of nepal earthquake httpAddress httpAddress,Other Useful Information
19876,scripps is gearing up to send highly trained medical response team to nepal httpAddress httpAddress,Other Useful Information
19877,un launches nepal earthquake appeal httpAddress,Donations and volunteering
19878,death toll rises to DD after 7.8 magnitude earthquake devastates nepal httpAddress,Affected individuals
19879,cnn httpAddress quake hits nepal near kathmandu httpAddress,Other Useful Information
19880,#hindustantimes indians flee earthquake devastated nepal leaving behind jobs and savings httpAddress httpAddress,Affected individuals
19881,rt usrId there are 40 00 gorkha soldiers in #indianarmy amp ; httpAddress lakh retired gorkha regiment soldiers in #nepal #ne,Donations and volunteering
19882,rt usrId DD dead in httpAddress lamjung epicentre initial reports more than DD httpAddress india to dispatch additional doctors amp ;,Affected individuals
19883,rt usrId sometimes the heart sees what is invisible to the eye god help them to save httpAddress #meaatwork #indiawithnepal httpAddress,Sympathy and support
19884,rt usrId big d b usrId for refunding 100 fare 9w266 kathmandu we are donating this amount to usrId #nepalearthquake,Donations and volunteering
19885,plz help all nepal amp ; india people kousar pasha httpAddress httpAddress u.p ifscpunb0651100 india httpAddress,Donations and volunteering
19886,rt usrId help keep children safe in httpAddress usrId are doing all they httpAddress please text nepal from a uk phone to DD to donat,Donations and volunteering
19887,caritas nepal situation D days after quake pretty bad as death toll rises httpAddress,Affected individuals
19888,rt usrId 2nd iaf aircraft takes off from hindon india to kathmandu httpAddress relief material amp ; more ndrf personnel on the way ! http,Donations and volunteering
19889,rt usrId friends in httpAddress india assisted in evacn from nepal of DD nationals from DD countries via commercial amp ; iaf aircraft httpAddress,Donations and volunteering
19890,nepal quake survivors struggle with shortages as death toll tops httpAddress httpAddress bo pledges ms in aid yet billions for httpAddress,Affected individuals
19891,wowaa photos over DD killed in massive earthquake in nepal today httpAddress,Affected individuals
19892,rt usrId reporters if you need stories from the ground from nepal feel free to reach httpAddress #nepalearthquake #nepal #nepalquake,Other Useful Information
19893,rt usrId t946 usrId to search someone missing in #kathmandu after #nepalearthquake text httpAddress name to 919773300 usrId,Affected individuals
19894,rt usrId candlelight vigil for nepal in jackson heights httpAddress hear from the many mourners on #1010wins httpAddress,Sympathy and support
19895,rt usrId how you can help victims of the nepal earthquake httpAddress,Donations and volunteering
19896,rt usrId 4 26 15 nepal s hospitals swamped as quake toll passes 2 400 thousands injured #reuters httpAddress http,Affected individuals
19897,jannat director kunal deshmukh safe in quake hit nepal just talked to kunal amp ; httpAddress they r both sitting .. httpAddress,Affected individuals
19898,#apple #nepal #sadhu #photo usrId info help httpAddress httpAddress,Not related or irrelevant
19899,bbc news sentinel satellite reveals nepal quake movement httpAddress,Other Useful Information
19900,dozens of britons untraced in nepal httpAddress,Affected individuals
19901,rt usrId donate for nepal and india seed an ngo providing humanitarian assistance to earthquake httpAddress more httpAddress,Donations and volunteering
19902,usrId is there anyway you can post his pic so someone may find him in nepal im his daughter living in md,Affected individuals
19903,rt usrId images are coming to cnn of the devastating #nepalquake that has killed httpAddress httpAddress httpAddress,Affected individuals
19904,rt usrId nepal folks i m looking for a stringer to work with our httpAddress phones not working please email me at httpAddress,Other Useful Information
19905,rt usrId praying for those in nepal amp ; baltimore f f,Sympathy and support
19906,rt usrId #nepalquake #nepal avalanche on everest south side climbers went httpAddress httpAddress,Affected individuals
19907,# # # # want to work positively with india to help nepal china zee news httpAddress,Donations and volunteering
19908,facebook came through httpAddress httpAddress worried about a friend in #nepalearthquake and this popped up on my httpAddress httpAddress,Affected individuals
19909,my heart goes to #kathmandu in the coming httpAddress donate to american nepal medical foundation with usrId httpAddress,Sympathy and support
19910,rt usrId what do you call those who rejoice over opportunity to convert in nepal rather than providing relief ? #soulvultures ! htt,Not related or irrelevant
19911,rt usrId firsthand account from aid worker with usrId in #nepal httpAddress httpAddress,Donations and volunteering
19912,rt usrId earthquake in httpAddress golden temple to send D lac and delhi gurdwaras to send DD k meals httpAddress i m proud to be httpAddress,Donations and volunteering
19913,clearly reflects how much hatred this guy has for #namo such people tarnish nation s image #earthquake #thankyoupm httpAddress,Not related or irrelevant
19914,un ban ki moonthanks #nepalquake 1st responders httpAddress for relief workers as well as for all httpAddress,Sympathy and support
19915,rt usrId at least DD indians reach raxaul in bihar from earthquake hit nepal #msghelpearthquakevictims,Other Useful Information
19916,#fox nightmare waiting to happen experts gathered in nepal a week ago to ready for earthquake nepal s httpAddress httpAddress,Other Useful Information
19917,nepal mission departs this is what the idf stands for usrId httpAddress,Other Useful Information
19918,rt usrId #nepal s prime minister addressed the country for 1st time since earthquake on httpAddress no concrete plans lots of referen,Other Useful Information
19919,rt usrId msf sending D teams to assist victims of the #nepal #earthquake including highly skilled emergency surgical teams httpAddress,Donations and volunteering
19920,rt usrId my prayers go out to dan s family and all those that lost someone today in httpAddress usrId you will be missed by ma,Sympathy and support
19921,its an hour of agrarian crisis in httpAddress still sending optimum relief to httpAddress #powerfulpm usrId #namo #nepalearthquake #jaihind,Donations and volunteering
19922,rt usrId #nepalearthquake help save lives of children affected by the httpAddress donate now httpAddress httpAddress,Donations and volunteering
19923,rt usrId in the aftermath of the #nepalquake people camp in any space they httpAddress help #wfp respond httpAddress httpAddress,Other Useful Information
19924,rt usrId nepal httpAddress to oxfam christian aid plan international uk and the british red cross httpAddress canada httpAddress,Donations and volunteering
19925,if you want to help out we vouch for the usrId good work in httpAddress local most goes to nepalis httpAddress,Donations and volunteering
19926,httpAddress the latest on nepal quake aid worker in epicenter district new york times #quakenewsapp,Donations and volunteering
19927,rt usrId just heard about fire in devchuli httpAddress suspect of httpAddress furter clarification will be made httpAddress source kalik,Other Useful Information
19928,rt usrId the nepal earthquake is thought to be worst since httpAddress this is what happened httpAddress httpAddress httpAddress,Other Useful Information
19929,rt usrId un says the #nepalearthquake has affected 8mill httpAddress usrId is in #kathmandu httpAddress via usrId,Other Useful Information
19930,as a mark of solidarity to our guests and colleagues at hyatt regency kathmandu and the kingdom of nepal we httpAddress httpAddress,Other Useful Information
19931,rt usrId our hearts are with nepal as we mourn their httpAddress surge doesn t have a direct way to help right httpAddress httpAddress httpAddress,Sympathy and support
19932,i can t even imagine the devastation that comes from being a victim of a natural httpAddress #prayfornepal gt ; thugs causing violence,Sympathy and support
19933,earthquake kills D in bengal chief minister mamata banerjee phones pm modi a massive earthquake in nepal felt in most parts of httpAddress,Affected individuals
19934,rt usrId the heart of our work is helping people in crisis usrId tells usrId httpAddress #nepalqu,Donations and volunteering
19935,nightmare waiting to happen quake experts gathered in nepal a week ago httpAddress,Other Useful Information
19936,rt usrId these images makes me httpAddress some kathmandu sites were destroyed because of httpAddress #praygornepal httpAddress,Infrastructure and utilities
19937,thoughts and prayers for those affected #nepalearthquake f,Sympathy and support
19938,rt usrId i think pakistan nepal relations have reached a rare moment and islamabad is not about to say well done to the httpAddress pl,Not related or irrelevant
19939,condolanses to nepal people and the families of mountaineers who lost their lives at httpAddress httpAddress,Sympathy and support
19940,nepal seeks help death toll seen rising after devastating quake kathmandu reuters nepal urged countries .. httpAddress,Affected individuals
19941,rt usrId historic #earthquake in #nepal ; much lost many to mourn as much to httpAddress worst is httpAddress alert safe httpAddress,Sympathy and support
19942,rt usrId the death toll from the scary nepal quake has reached httpAddress but thats httpAddress of the haiti toll httpAddress http,Affected individuals
19943,rt usrId if we want to thank anyone it should be the DD crore people of india who have made nepal s pain their own amp ; extended al,Donations and volunteering
19944,earthquake levels nepal s beautiful historic buildings httpAddress #occupy #ows #occupywallstreet #occupyhq #grassroots #usa #,Infrastructure and utilities
19945,usrId is govt planning to send relief materials to nepal ? appeal to all mumbai citizens to come forward for helping nepal #earthquake,Donations and volunteering
19946,praying for the people of nepal f c hoping they find their loved ones who are missing 4,Sympathy and support
19947,is there any difference between usrId amp ; #terroristan ?? httpAddress,Not related or irrelevant
19948,rt usrId people desperate for food medicine shelter from httpAddress at least 1 900 people are httpAddress httpAddress,Affected individuals
19949,rt usrId boundary wall of kathmandu airport damaged in #nepalearthquake httpAddress,Infrastructure and utilities
19950,for those of you httpAddress an earthquake in nepal just killed 4 00 httpAddress,Affected individuals
19951,rt usrId #nepalquakerelief donations so far D countries 25m nonprofits httpAddress more httpAddress httpAddress,Donations and volunteering
19952,i hope those affected in nepal all alright !! my strength is in you #nepalearthquake,Sympathy and support
19953,photoset lambda legal making the case for equality httpAddress donate to help nepal http httpAddresst.co rbyvo92rvd,Donations and volunteering
19954,usrId complain about how there is no coverage on what s happening in nepal i m gonna be httpAddress httpAddress,Other Useful Information
19955,rt usrId let us all pray that mother nature spares lives and does not cause further destruction in httpAddress,Sympathy and support
19956,rt usrId watch man is pulled from nepal earthquake rubble after 80 hour ordeal httpAddress,Affected individuals
19957,rt usrId we are with you nepal #thankyoupm amp ; team army rss and all selfless httpAddress wonderful toon httpAddress httpAddress,Sympathy and support
19958,rt usrId just in fresh tremor of magnitude 5.1 felt in nepal and india people rush out of their httpAddress,Other Useful Information
19959,rt usrId don t forget you can #donate here to #nepalquakerelief it s really easy ! httpAddress,Donations and volunteering
19960,rt usrId nepal after the earthquake DD photos immediate aftermath of the devastating 7.8 quake httpAddress http,Infrastructure and utilities
19961,rt usrId one way to help usrId appeals for funds to help survivors of the httpAddress to donate httpAddress httpAddress,Donations and volunteering
19962,rt usrId a major earthquake was the last thing nepal httpAddress initial damage estimate 5b httpAddress,Other Useful Information
19963,rt usrId DD climbers dead DD missing in quake triggered avalanche on mt httpAddress follow live httpAddress httpAddress,Affected individuals
19964,rt nepal earthquake at least DD from karnataka feared stranded a day after an earthquake ravaged httpAddress httpAddress #news,Affected individuals
19965,britain sends gurkha soldiers for nepal quake aid,Donations and volunteering
19966,aid begins arriving in nepal s remote quake hit villages httpAddress,Donations and volunteering
19967,donate using paytm ! #nepalearthquake httpAddress,Donations and volunteering
19968,kudos to the #indiangovernment and #indianarmy for great deed in httpAddress,Donations and volunteering
19969,rt usrId unicef is one of your best bets where international disaster relief is concerned httpAddress send money,Donations and volunteering
19970,rt usrId in response to the earthquake in nepal we have switched off viber out billing so nepal users can call any destination for free,Other Useful Information
19971,#nepalquakerelief are there centers open already in san francisco new york dc ?,Other Useful Information
19972,death toll uncertain as biggest quake in more than DD years hits httpAddress httpAddress,Affected individuals
19973,rt usrId aid groups knew an earthquake in nepal would be a httpAddress they also knew they could never raise enough to httpAddress http,Donations and volunteering
19974,family of missing ottawa hiker faye kennedy says she is alive but injured and airlifted to kathmandu no idea of extent of injuries usrId,Affected individuals
19975,you guys u know you have 10 in your bank httpAddress this is the best way to spend it . text give nepal to httpAddress httpAddress,Donations and volunteering
19976,ham radio attempts to fill communication gaps in nepal rescue effort httpAddress #tcot,Donations and volunteering
19977,nepal earthquake donate now to help children save the children uk httpAddress,Donations and volunteering
19978,rt usrId finally read what indian express httpAddress httpAddress modi even knows caste breakup of every village in nepal ? hahaha oh,Not related or irrelevant
19979,rt usrId nepal fundraiser on tomorrow all day at the gurkha cafe on cockburn street #edinburgh httpAddress,Donations and volunteering
19980,rt usrId #bhutan s aid commitment to #nepal same as the us and google usd httpAddress httpAddress,Other Useful Information
19981,deepest condolences for those whose near one passed in nepal disaster,Sympathy and support
19982,rt usrId person httpAddress #nepalquake httpAddress,Affected individuals
19983,rt usrId nepal earthquake nearly DD people httpAddress my prayers for the people httpAddress httpAddress,Affected individuals
19984,rt usrId spain seeks india s help in evacuating its nationals from nepal pti,Affected individuals
19985,rt usrId bbc taking their fancy helicopters into nepal to talk about how everyone s dying but help no one,Other Useful Information
19986,rt usrId #prayfornepal a 7.9 earthquake has killed more than DD httpAddress pls join me in praying for #nepal httpAddress,Affected individuals
19987,rt usrId nepal eq was caused by tectonic plate httpAddress landsat scene includes the india bottom and eurasian httpAddress httpAddress,Other Useful Information
19988,rt usrId httpAddress is ignoring the real situation in httpAddress and also why undermine israel s humanitarian efforts in #nepal ? h,Donations and volunteering
19989,rt usrId weird putting things in perspective when the news goes from basically race riots in the us to almost DD dead in nepal fr,Other Useful Information
