item_id,item,label
17770,rt usrId #prayforchile we re with u #fuerzachile,Sympathy and support
17771,rt usrId breaking pacific tsunami warning center puts preliminary magnitude of quake off northern chile at 7.4,Other Useful Information
17772,#earthquake m 3.9 south america chile antofagasta san pedro de atacama preliminary earthquake report .. httpAddress,Other Useful Information
17773,rt usrId north chile magnitude 8.2 quake triggers tsunami evacuation 4 northern chile was shaken by a magnitude httpAddress httpAddress,Affected individuals
17774,rt usrId prayers go out to chile nyt earthquake hits off coast of north chile,Caution and advice
17775,rt usrId breaking news tsunami warning after 7.8 aftershock shakes chile s coast httpAddress,Caution and advice
17776,rt usrId my thoughts and prayers go out to those affected by the earthquake in chile and those affected by the shooting httpAddress,Sympathy and support
17777,rt usrId tsunami warning pacific tsunami warning in effect for httpAddress for all other areas covered by this httpAddress http,Caution and advice
17778,rt usrId stay safe guys ! our prayers go out with you httpAddress #prayforchile httpAddress,Sympathy and support
17779,on a related note chile has weathered the earthquake very httpAddress they re very prepared down httpAddress and that was an httpAddress httpAddress,Other Useful Information
17780,tsunami alert after 8.2 chile quake httpAddress,Caution and advice
17781,chile got a 8.2 earthquake prayers go out to them,Sympathy and support
17782,chile earthquake how loss of life damage was minimized httpAddress,Other Useful Information
17783,photos from chile s northern coast via usrId httpAddress #chileearthquake,Other Useful Information
17784,rt usrId #prayformh370 #prayforchile #prayforsinabung #prayforindonesia #prayfornigeria #prayforsouthkorea this is httpAddress it,Sympathy and support
17785,chancheando ! #instafood #instachile #chile #laserena httpAddress,Not related or irrelevant
17786,chile lifts tsunami warning after quake kills D httpAddress,Caution and advice
17787,rt usrId some httpAddress the 8.2 earthquake that hit chile on april D is nearly D00 00 times stronger than the 3.3 that hit oregon,Other Useful Information
17788,rt usrId chile reports of an 8.0 earthquake with tsunami warning for chile peru httpAddress tsunami watch colombia panama costa,Caution and advice
17789,photo crowds in iquique chile following large earthquake usrId httpAddress,Other Useful Information
17790,rt usrId #prayforchile #prayforsouthkorea #prayforindonesia #prayfornigeria whatever your religions are lets keep httpAddress ht,Sympathy and support
17791,i added a video to a usrId playlist httpAddress tsunami animation northern chile D april 20D4,Other Useful Information
17792,rt usrId disaster risk reduction works strict building codes saved lives homes in powerful chile earthquake httpAddress,Other Useful Information
17793,rt usrId httpAddress or help httpAddress one or the httpAddress,Donations and volunteering
17794,#chileearthquake ppl of chile learn from japan s httpAddress httpAddress even if nothing happens better to be httpAddress,Caution and advice
17795,earthquake in chile rumbling volcano in httpAddress what is happening in south america ? #prayforchile,Other Useful Information
17796,usrId see me please ! its my dream,Not related or irrelevant
17797,chile have a 8.2 magnitude httpAddress my prayers to the family at there !,Sympathy and support
17798,rt usrId strong earthquake hits northern chile httpAddress,Other Useful Information
17799,prayers go to chile hoping everyone is okay amp ; there s no more fatalities #prayforchile,Sympathy and support
17800,rt usrId D people lost their lives after the 8.2 earthquake in chile #prayforchile,Affected individuals
17801,rt usrId three aftershocks measuring httpAddress httpAddress and 5.5 have hit within an hour of the initial httpAddress #chile #tsunami httpAddress,Other Useful Information
17802,let s pray for httpAddress i wish no one die #prayforchile,Sympathy and support
17803,rt usrId #breaking a powerful earthquake measuring 7.8 rocks northern chile,Other Useful Information
17804,rt usrId #prayforchile that earthquake caused a tsunami,Sympathy and support
17805,rt usrId reports of fires and looting in #chile s #iquique after 8.2 quake httpAddress,Infrastructure and utilities
17806,rt usrId don t just tweet and start praying for chile #prayforchile,Sympathy and support
17807,rt usrId #prayformh370 #prayforchile #prayforsouthkorea #prayforsinabung #prayforindonesia #prayfornigeria this is too much,Sympathy and support
17808,rt usrId a 5.6 magnitude earthquake occurred httpAddress wsw of iquique httpAddress details httpAddress map httpAddress,Other Useful Information
17809,un autre tremblement de terre au chili ! chile again hit with massive earthquake ! 7.4 this httpAddress #fuerzachile #terremotoenchile,Other Useful Information
17810,new evacuations in chile after major earthquake aftershock httpAddress,Affected individuals
17811,rt usrId seismic wave recordings of last night s httpAddress chile #earthquake from the usrId usrIdearthsci seismometer httpAddress,Other Useful Information
17812,rt usrId well i just heard about chile having a massive earthquake 4 i felt sorry for you httpAddress #prayforchile,Sympathy and support
17813,rt usrId my heart and prayers go out to chile #prayforchile,Sympathy and support
17814,usgs is providing up to date information on 8.2 #earthquake amp ; aftershocks off chile httpAddress,Other Useful Information
17815,rt usrId 7.4 magnitude earthquake strikes sw of iquique chile usrId httpAddress,Other Useful Information
17816,rt usrId breaking warning center 6 foot tsunami hit pisagua chile at 8 04 httpAddress et ; unknown if damage caused httpAddress,Other Useful Information
17817,rt usrId usatoday 8.2 quake triggers tsunami and leaves at least D dead in chile httpAddress httpAddress #pr,Affected individuals
17818,4.1 magnitude httpAddress DD km from iquique tarapaca #chile httpAddress,Other Useful Information
17819,usrId usrId usrId usrId usrId whatever happens i ll always be with you DD,Not related or irrelevant
17820,5.5 offshore tarapaca chile date thu DD apr DD 05 51 44 httpAddress httpAddress httpAddress httpAddress,Other Useful Information
17821,rt usrId httpAddress #chile #chileearthquake #chilequake #chileearthquakeandtsunami #chiletsunami chile earthquake po,Other Useful Information
17822,rt usrId chile #earthquake this was big but a bigger one awaits scientist says httpAddress #5things #newday httpAddress,Other Useful Information
17823,rt usrId DD days till the world httpAddress where we will all be rooting for different teams #spain #germany #chile #argentina #brazil,Not related or irrelevant
17824,rt usrId earthquake ! mb 4.1 offshore tarapaca chile httpAddress,Other Useful Information
17825,rt usrId usrId DD prisoners reportedly escaped during #earthquake in iquique httpAddress thats fucking insane !,Other Useful Information
17826,japan issues tsunami alert after chile quake expecting no damage japan has issued a tsunami alert following .. httpAddress,Caution and advice
17827,lord god help them for their httpAddress #prayforchile e e e,Sympathy and support
17828,rt usrId httpAddress earthquake struck off coast of chile tonight usrId says day after 8.2 quake rocked httpAddress,Other Useful Information
17829,rt usrId for great usrId of #chile #quake by colleagues including rodrigo abd usrId httpAddress ht,Not related or irrelevant
17830,rt usrId video tsunami sirens blare in chile following earthquake httpAddress,Other Useful Information
17831,chile s coast struck by strong aftershock a day after earthquake httpAddress,Other Useful Information
17832,rt usrId coming up on gma an earthquake rocks chile tiger s masters announcement rocks the csra and it s autism awareness day in au,Other Useful Information
17833,rt usrId #chile i m praying for httpAddress you ve been getting so many httpAddress please stay safe ! my heart is with httpAddress #prayforchile,Sympathy and support
17834,use code surfchck to save 20 on ordering from fleurop httpAddress #prayforchile,Not related or irrelevant
17835,emsc httpAddress apr 08 05 43 55 utc offshore tarapaca chile httpAddress httpAddress #quake httpAddress,Other Useful Information
17836,rt usrId update two dead in chile following quake ; tsunami warning remains in effect httpAddress,Affected individuals
17837,rt usrId teenagers affected by the earthquake in chile were prepared to respond thanks to training by usrId httpAddress,Sympathy and support
17838,usrId plz #prayforchile we re so scared,Sympathy and support
17839,#talklikeapirateday massive 8.0 earthquake strikes off the coast of chile usgsa massive httpAddress httpAddress #costarica,Other Useful Information
17840,rt usrId oh my httpAddress what a httpAddress hmp let s all pray for chile #prayforchile httpAddress,Sympathy and support
17841,another big aftershock off chile s northern coast tsunami alert issued after 2nd big quake in two days httpAddress,Caution and advice
17842,was there an earthquake in chile or something recently ?,Not related or irrelevant
17843,rt usrId just in tsunami warning issued for chile and peru after 7.8 aftershock strikes off chilean coast,Caution and advice
17844,a massive earthquake hits chile the nsa admits to warrantless searches and more httpAddress #10things usrId,Other Useful Information
17845,D dead following massive earthquake in chile httpAddress,Affected individuals
17846,httpAddress #chile can t seem to shake it httpAddress httpAddress,Other Useful Information
17847,rt usrId httpAddress what happened with the httpAddress #prayforchile #prayforlarantuka #prayforindonesia #prayforsinabung #prayforukraine #pray,Other Useful Information
17848,no us tsunami threat from chile aftershock #ktvz httpAddress,Caution and advice
17849,if chile has a 3rd earthquake httpAddress world is gonna httpAddress,Other Useful Information
17850,thanks for all the prayers we really appreciate it wholeheartedly #prayforchile,Sympathy and support
17851,rt usrId i m with you ! #praying #for #chile httpAddress,Sympathy and support
17852,rt usrId #breaking interior minister D deaths reported in httpAddress earthquake that hit off coast of northern httpAddress,Affected individuals
17853,magnitude 8.0 quake off #chile sparks #tsunamiwarning along #latin america s pacific coast httpAddress a massive magnitude httpAddress,Caution and advice
17854,rt usrId #caltech expecting 7.0 aftershock in httpAddress,Caution and advice
17855,massive chile earthquake was deadly without a tsunami httpAddress quake hit overnight and killed several ; chile ? s president sends ..,Affected individuals
17856,ewu rt usrId enca at 6am an 8.2 earthquake in chile prompts large scale evacuations of coastal .. httpAddress,Affected individuals
17857,we are living in a world of fools breaking us httpAddress,Not related or irrelevant
17858,rt usrId my prayers to all of you in chile #prayforchile,Sympathy and support
17859,rt usrId #prayforchile chile doesn t seem to get a break i really hope everyone is ok . everyone in chile will be in my prayer,Sympathy and support
17860,rt usrId maximum #tsunami height of 7.6 ft reported in pisagua chile at 9 02pm httpAddress forecast tsunami propagation from noaa htt,Caution and advice
17861,rt usrId #prayforchile 8.2 earthquake and tsunami httpAddress httpAddress,Caution and advice
17862,commodities tomorrow chile earthquake threatens copper supply cnbc s jackie deangelis discusses the day s httpAddress httpAddress,Other Useful Information
17863,massive quake off chile triggers tsunami warning !! not fake #tsunami #chile #earthquake,Caution and advice
17864,rt usrId #tsunami warning continues for chile and peru canceled everywhere else #ptwc httpAddress,Caution and advice
17865,they need us ! let us #prayforchile god give them strenght faith and the power to face this calamity f,Sympathy and support
17866,rt usrId #fuerzachile #prayforchile this really hardens my httpAddress it really truly httpAddress httpAddress,Sympathy and support
17867,usgs reports a httpAddress #earthquake 3km n of carson california on httpAddress 3 46 16 utc httpAddress #quake,Other Useful Information
17868,D dead as httpAddress quake hits northern chile a powerful httpAddress earthquake struck off httpAddress httpAddress #phoenix,Affected individuals
17869,usrId usrId fuck hawaii looks like #chile holly lost episode DD batman,Not related or irrelevant
17870,rt usrId yet another reminder that no matter what nature will always be able to overpower us . hoping only for the best for httpAddress #pr,Sympathy and support
17871,if i thought experiencing a 5.4 earthquake was bad i can t imagine an 8.2 #prayforchile,Sympathy and support
17872,yup greatest country on earth httpAddress httpAddress,Not related or irrelevant
17873,from noaa tsunami warning and watch cancellation for #chile #peru #ecuador and etc gt ; httpAddress,Caution and advice
17874,rt usrId so many earthquakes happening lately ! im terrified ! #prayforchile,Not related or irrelevant
17875,get more followers ? click to httpAddress #kitaindonesiabisa #remajakereen #twittland1stindonesia #46ribupemenang #prayforchile,Not related or irrelevant
17876,science before DD years ago httpAddress #finalbb14 #prayforchile #thehashtagslingingslasher #marcelocampeaodopovo #share,Not related or irrelevant
17877,was there another major earthquake in chile ? holy httpAddress,Not related or irrelevant
17878,confronto delle energie dei #terremoti httpAddress #earthquake #chileearthquake,Not related or irrelevant
17879,rt usrId update tsunami warning cancelled for chile and peru httpAddress,Caution and advice
17880,usrId hello boo ! #prayforchile baby ! i know u have a big httpAddress maybe u can help httpAddress xoxo ! #directioner,Sympathy and support
17881,what the fuck my dad was in chile when the tsunami happened 1 1 thank god he s okay though,Not related or irrelevant
17882,rt usrId scientists confirm california quakes are unrelated to the httpAddress earthquake that struck httpAddress httpAddress,Other Useful Information
17883,rt usrId #tsunami warnings have been cancelled except for #chile and httpAddress no threat to us or canadian west httpAddress,Caution and advice
17884,gloria vanderbilt kaley cuoco chile earthquake httpAddress gloria vanderbilt kaley cuoco chile earthquake httpAddress,Other Useful Information
17885,rt usrId here we go again ! another earthquake tonight 7.8 in chile amp ; tsunami warning for the whole chilean coast please #prayforc,Caution and advice
17886,rt usrId keep safe everyone and let s always pray #prayforchile #prayforsinabung #prayforindonesia #prayfornigeria httpAddress,Sympathy and support
17887,must rd gt ; rt usrId using aidr to collect and analyze tweets from #chileearthquake httpAddress #smem,Other Useful Information
17888,chile earthquake D D tsunami terremoto 2D14 raw video youtube httpAddress httpAddress #chile,Other Useful Information
17889,rt usrId just to httpAddress tsunami is not expected to affect southern california coast from earlier earthquake off the chilean c,Other Useful Information
17890,the most beautiful geysers in the world httpAddress #chile #yellowstone #nz #iceland,Not related or irrelevant
17891,usrId follow me please make my day austin,Not related or irrelevant
17892,#brandysolamente full episode gma httpAddress earthquake off chile s coast tsunami warnings issued gma httpAddress httpAddress,Caution and advice
17893,httpAddress earthquake has struck chile april 1 DD spaceweather effect ? httpAddress,Other Useful Information
17894,disconnected me encanta,Not related or irrelevant
17895,i stole this image from ig i don t know the artist but is crazy awesome #chileanflag #chile #earthquake #fuerzachile httpAddress,Not related or irrelevant
17896,fadjroel indonesia let s pray for chile httpAddress #prayforchile,Sympathy and support
17897,rt usrId DD riot police would be flown immediately to northern #chile to maintain order httpAddress #earthquake,Other Useful Information
17898,rt usrId all tsunami warnings and watches in the pacific canceled including for chile and httpAddress httpAddress,Caution and advice
17899,omg earthquake let s all #prayforchile rip those who lost their lives ! may allah forgive the mankind and show mercy upon us all ! ameen !,Sympathy and support
17900,rt usrId pray for us please f 2 #prayforchile #prayforecuador #prayforperu #prayforpanama #prayforcolombia #prayforelsalvador httpAddress,Sympathy and support
17901,#prayformh370 #prayforchile #prayforsouthkorea #prayforsinabung #prayforindonesia #prayfornigeria oh httpAddress please save httpAddress,Sympathy and support
17902,#prayforchile #chile stay strong b c b c,Sympathy and support
17903,rt usrId second big quake strikes #chile usrId team in area report over DD aftershocks so far httpAddress,Other Useful Information
17904,rt usrId D 8.5 earthquake and a tsunami and D 7.4 earthquake with a tsunami less than DD hours httpAddress worried for everyone in c,Other Useful Information
17905,we needn t worry the huge chile earthquake is related to recent httpAddress temblors geologists say httpAddress via usrId,Other Useful Information
17906,indonesia says it could be hit by tsunami from chile earthquake httpAddress,Other Useful Information
17907,rt usrId httpAddress DD chile earthquake magnitude 8.2 earthquake strikes chile sparking tsunami landsli htt,Other Useful Information
17908,only D dead in chile httpAddress too httpAddress,Affected individuals
17909,rt usrId the mayor of tarapaca is attributing two deaths following a large earthquake in #chile to heart httpAddress,Affected individuals
17910,people in high places waiting for the tsunami after 8.2 httpAddress #prayforchile #chileearthquake httpAddress,Sympathy and support
17911,rt usrId wrap up tsunami hits #chile following 8.2 earthquake D dead 80k displaced damage fires aftershocks reported httpAddress,Affected individuals
17912,terrifying animation shows how chile s tsunami took over the entire pacific ocean httpAddress httpAddress #technews #agyatlabs,Other Useful Information
17913,rt usrId chile had a 8.3 earthquake that s 3x the nagasaki atom bomb s httpAddress this aint april fools nature dont fuck around ht,Other Useful Information
17914,a powerful httpAddress earthquake has hit near chile s pacific coast sparking tsunami warnings for chile peru and ecuador,Caution and advice
17915,rt usrId #prayforchile httpAddress they re hit by a very strong earthquake httpAddress so far D people are httpAddress,Affected individuals
17916,i liked a usrId video from usrId httpAddress 8.2 magnitude earthquake hits coast of chile DD female,Other Useful Information
17917,rt usrId hey cnn there was an earthquake in httpAddress supreme court just made if okay to buy an httpAddress put down the httpAddress DD crack,Other Useful Information
17918,rt usrId mulder s world chile earthquake 8.0 giant earthquake in chile tsunami warning video httpAddress,Caution and advice
17919,httpAddress breaking news DD chile chile cancels tsunami warnings nicoleewayne #master #ios #android hd,Caution and advice
17920,rt usrId #prayforsouthkorea #prayforindonesia #prayfornepal #prayformalaysia #prayforchile and #prayfortheworld f f f f f f f f,Sympathy and support
17921,rt usrId powerful earthquake hits off coast of httpAddress the latest on the httpAddress quake ahead on usrId httpAddress,Other Useful Information
17922,now large fire burning in #arica #chile tuesday night just south of #peru border #terremotochile #earthquakchile httpAddress,Caution and advice
17923,#teampapii chile assesses damage after huge earthquake kills D httpAddress unete usrId,Infrastructure and utilities
17924,usrId i m gonna pray for my httpAddress i know it took strength not to laugh at httpAddress she said she felt the earthquake from chile,Sympathy and support
17925,rt usrId #prayformh370 #prayforchile #prayforsouthkorea #prayforindonesia httpAddress is too httpAddress may god bless you all amp ; please ke,Sympathy and support
17926,rt usrId breaking tsunami warnings now cancelled for chile and peru D people are confirmed dead after the earthquake,Affected individuals
17927,rt usrId wow x 2 davidmarcus httpAddress usrId terrifying animation shows how chile tsunami took over the pacific ocean httpAddress,Other Useful Information
17928,preview usrId gives this is hot 97 bedroom advice on threesomes httpAddress,Not related or irrelevant
17929,rt usrId #chileearthquake stay safe,Sympathy and support
17930,rt usrId sending all my good thoughts and prayers to everyone who was affected by the magnitude 8.2 earthquake in chile stay httpAddress,Sympathy and support
17931,rt usrId the magnitude 8.2 earthquake that struck chile yesterday may be part of a cascade of major httpAddress httpAddress,Other Useful Information
17932,rt usrId interseismic coupling model prior to the httpAddress northern #chile #earthquake chlieh etal2011 httpAddress httpAddress,Other Useful Information
17933,#chicserlivestream #teamchicser #prayforchile usrId usrId usrId please greet me pretty please D,Sympathy and support
17934,a 7.8 magnitude quake has hit off northern chile triggering tsunami waves along the chilean httpAddress,Other Useful Information
17935,who run the world ?! 6,Not related or irrelevant
17936,usrId hi baby how are you ? i ve just arrived from school and i wanted to say that i love u so much 5 9,Not related or irrelevant
17937,D confirmed dead in chile after massive earthquake struck two people were confirmed dead and three were httpAddress httpAddress,Affected individuals
17938,chile earthquake the death toll from a powerful httpAddress earthquake that struck off the httpAddress httpAddress ff usrId,Affected individuals
17939,another earthquake registered in chile magnitude httpAddress httpAddress,Other Useful Information
17940,classic shit starbucks coffee httpAddress D others httpAddress,Not related or irrelevant
17941,for #german people from #aracaju #brazil #adidas originals #nastase #player #track top httpAddress httpAddress,Not related or irrelevant
17942,if you didn t ask me about the earthquake in chile then you not my homie,Not related or irrelevant
17943,rt usrId watch the moment when chile is struck by an 8.2 magnitude earthquake httpAddress,Other Useful Information
17944,rt usrId thinking about the people of chile httpAddress #prayforchile text chile to DD to have one time 10 donation to usrId,Sympathy and support
17945,#fuerzavalpo usrId our country needs your help #prayforchile,Not related or irrelevant
17946,8.2 earthquake rocks chile snooki amp ; more stars tweet prayers the northern coast of chile was hit hard on httpAddress httpAddress,Other Useful Information
17947,usrId kellan follow me please i love you,Not related or irrelevant
17948,chinese eyes #girls #unab #university #universidadandresbello #chile #santiago httpAddress,Not related or irrelevant
17949,rt usrId you re already better off if you re reading this so just take a minute and think about the people less unfortunate tha,Sympathy and support
17950,usrId another powerful earthquake in chile sends ppl httpAddress man wins httpAddress but says he wans to give to charity and travel,Other Useful Information
17951,usrId thanks demi te amo from chile,Not related or irrelevant
17952,rt usrId D deaths in chile 8.2 httpAddress updates throughout the morning usrId usrId usrId,Affected individuals
17953,rt usrId please look cnnbrk usgs upgrades chile quake to httpAddress tsunami warning watch in place for the following countries httpAddress,Caution and advice
17954,dtn latin america six dead as magnitude 8.2 earthquake hits northern chile chilean president michelle httpAddress httpAddress,Affected individuals
17955,kentucky wisconsin en espn,Not related or irrelevant
17956,usrId gabi a i lov your videos so much you re such a big inspiration to me 3 ! i really wanna meet you soon !,Not related or irrelevant
17957,don t worry about a thing cause every little thing is gonna be alright,Not related or irrelevant
17958,god bless chile #prayforchile god safe indonesia bali and all province god beside we god loves we 67,Sympathy and support
17959,rt usrId this earthquake proof house on a hillside in western chile by pezo von ellrichshausen has six rooms with glass walls httpAddress,Other Useful Information
17960,#iyorkisxoteam watch earthquake off chile s coast tsunami warnings issued more than 900 00 people httpAddress httpAddress,Affected individuals
17961,rt usrId #prayforsouthkorea #prayforsinabung #prayformh370 #prayforflores #prayforukraine #prayfornigeria #prayforchile #prayfortheworld,Sympathy and support
17962,rt usrId #prayforchile bbcworldservice chile s interior minister says D dead after httpAddress latest updates on #bbcnewsday httpAddress,Affected individuals
17963,rt usrId warn upd msg #2 tsunami pacific ocean ; near the coast of northern chile httpAddress reported by httpAddress httpAddress,Caution and advice
17964,rt usrId #yapsa visitors from #argentina and #chile learning about coffee roasting on a usrId tour usrId httpAddress,Not related or irrelevant
17965,rt usrId just in a fire has broken out in httpAddress httpAddress #pacific #chile #hawaii #southamerica via usrId,Other Useful Information
17966,the epicenter of chile s earthquake was demi lovato doing a few jumping jacks in the morning,Other Useful Information
17967,rt usrId chile earthquake sparks tsunami warning and evacuation of thousands httpAddress,Caution and advice
17968,i hope you all are doing fine stay strong #prayforchile,Sympathy and support
17969,takin a moment D reflect on todays deadly 8 . D earthquake in #chile that resulted in a httpAddress it httpAddress,Other Useful Information
17970,we produced #seismic #sounds of the DD #chile #earthquake for the #ucsd s #university #art #gallery exhibit #my #strangest httpAddress,Other Useful Information
17971,rt usrId a restaurant by the sea shore burning after a powerful httpAddress #earthquake hit off #chile s pacific coast httpAddress,Infrastructure and utilities
17972,#teamfollowback #rt earthquake aftermath chile learns from DD quake missteps video christian science monitor httpAddress,Other Useful Information
17973,rt usrId #tsunami alert ! another quake hits httpAddress earthquake alert ! #apps visit httpAddress #prayforchile http,Caution and advice
17974,second large quake strikes #chile httpAddress,Other Useful Information
17975,usrId usrId i was at vii and 13 . there s your inconsistencies right there !,Not related or irrelevant
17976,authorities lifted #tsunami warnings for #chile after a httpAddress #earthquake httpAddress httpAddress #chileearthquake,Caution and advice
17977,#temblor m httpAddress 74km nw of iquique chile httpAddress #earthquake #sismo,Other Useful Information
17978,rt usrId another country needs our help and httpAddress let s help them to the extent of what we can httpAddress #prayforchile,Sympathy and support
17979,rt usrId major earthquake tarapaca chile apr 3 02 43 utc httpAddress,Other Useful Information
17980,#vofnpaper tsunami warning today california safe arrival times estimated for chile peru ecuador colombia .. httpAddress,Caution and advice
17981,rt usrId just wanted you to know i was texting with cote earlier and thankfully she s safe and httpAddress #chile,Other Useful Information
17982,shakealert ! m 5.3 33km wnw of iquique chile map httpAddress #earthquake,Caution and advice
17983,update five dead after chile quake which has been upgraded to 8.2 httpAddress via usrId #chile #earthquake,Affected individuals
