item_id,item,label
897,DD personas desaparecidas y DD muertos por sismo en guatemala es ciertoo ??! o,Affected individuals
898,aumenta n mero de muertos por terremoto en guatemala ms de DD fallecidos httpAddress,Affected individuals
899,7.4 quake strikes guatemala ; at least D dead 100 missing a strong earthquake struck the southwestern coast of guatemala this httpAddress,Affected individuals
900,van DD muertos tras terremoto en guatemala httpAddress,Affected individuals
901,rt usrId guatemala terremoto d 7.5 grados deja hasta el momento por lo menos D personas muertos DD desaparecidas DD soterradas ..,Affected individuals
902,rt usrId fotogalera un sismo de 7.4 grados richter sacudi amrica central y mxico dejando al menos DD muertos en guatemala h ..,Affected individuals
903,#worldnews ! DD feared dead and DD people could be #missing in #guatemala after #quake httpAddress,Affected individuals
904,rt usrId al menos D muertos y DD casas y D escuela destruidas por el temblor se reportan en san marcos guatemala httpAddress,Affected individuals
905,rt usrId tragedia DD fallecidos y ms de DD desaparecidos deja sismo en guatemala httpAddress,Affected individuals
906,rt usrId forte terremoto mata ao menos DD na guatemala dizem bombeiros httpAddress via usrId,Affected individuals
907,terremoto na guatemala deixa DD mortos e DD desaparecidos autoridades locais emitiram alerta de httpAddress httpAddress httpAddress,Affected individuals
908,destrucci n en el departamento de san httpAddress lo menos se reportan DD muertos deja hasta el momento temblor en httpAddress,Affected individuals
909,rt usrId #terremoto de 7.2 en #guatemala deja el saldo de al menos DD muertos y ms de medio centenar de viviendas destruidas h ..,Affected individuals
910,foxnews httpAddress earthquake strikes off coast of guatemala reportedly killing at least DD httpAddress praying for httpAddress,Affected individuals
911,rt usrId #actualizamos ya son DD las personas fallecidas y DD las heridas en el terremoto de httpAddress httpAddress,Affected individuals
912,sube a DD la cifra de fallecidos por terremoto en httpAddress httpAddress,Affected individuals
913,rt usrId ap video a httpAddress earthquake struck off the pacific coast of guatemala this morning killing at least 15 httpAddress ..,Affected individuals
914,rt usrId #sismo se eleva a DD la cifra de muertos por terremoto en #guatemala httpAddress,Affected individuals
915,rt usrId hay muertos y desaparecidos a causa del fuerte terremoto en httpAddress detalles en breve en #primerimpacto,Affected individuals
916,DD muertos por sismo en en guatemala httpAddress,Affected individuals
917,rt usrId #sismo se eleva a DD la cifra de muertos por terremoto en #guatemala httpAddress,Affected individuals
918,rt usrId al menos DD muertos y DD heridos por un terremoto de 7 2 grados en guatemala httpAddress,Affected individuals
919,rt usrId al menos DD muertos y DD heridos por un terremoto de 7 2 grados en guatemala httpAddress,Affected individuals
920,at least DD dead in guatemala quake firefighters httpAddress #philippines #news #worldnews,Affected individuals
921,rt usrId rt usrId #guatemala pres otto perez says over DD people missing D5 dead after major httpAddress at least D sch ..,Affected individuals
922,rt usrId en total el terremoto en guatemala ha dejado ya DD muertos httpAddress,Affected individuals
923,em tempo real vai a DD n mero de mortos em forte terremoto na httpAddress httpAddress,Affected individuals
924,guatemala muertos por terremoto podr an elevarse a DD httpAddress,Affected individuals
925,rt usrId al menos DD muertos y DD heridos por un terremoto de 7 2 grados en guatemala efe las autoridades advierten de .. http ..,Affected individuals
926,rt usrId at least DD people were killed after an #earthquake struck off guatemala s httpAddress httpAddress,Affected individuals
927,#guatemala la cte pacifique a t secoue par un sisme sous marin de magnitude 7 4 qui a fait au moins DD morts a indiqu le httpAddress,Affected individuals
928,rt usrId D confirmed dead up to DD missing in #guatemala quake . 7.4 quake destroys D0 homes in village of san httpAddress #usgs,Affected individuals
929,rt usrId numero de fallecidos por terremoto en guatemala asciende a 39 inform el presidente perez molina,Affected individuals
930,rt usrId presidente de #guatemala dice que han muerto DD personas por el sismo de 7.4 grados esta maana,Affected individuals
931,rt usrId ascienden a DD los fallecidos y un centenar de desaparecidos tras terremoto guatemala httpAddress,Affected individuals
932,rt usrId aumentan a DD los muertos por el #sismo en #guatemala confirma usrId httpAddress,Affected individuals
933,#bn un fuerte terremoto de 7 3 deja al menos DD muertos en guatemala httpAddress,Affected individuals
934,presidente de #guatemala informa que aument a DD muertos por sismo de 7.4,Affected individuals
935,rt usrId at least DD people were killed after an #earthquake struck off guatemala s httpAddress httpAddress,Affected individuals
936,rt usrId guatemala quake update guatemala s president says DD dead in httpAddress earthquake httpAddress,Affected individuals
937,rt usrId presidente de guatemala otto prez molina dijo que aument a DD la cifra de muertos por el fuerte sismo en la regi n ..,Affected individuals
938,hay alerta roja en san marcos guatemala tras el sismo de 7.4 que deja hasta el momento un saldo de DD muertos y ms de DD httpAddress,Affected individuals
939,rt usrId diez miembros de una misma familia mueren soterradas en san crist bal cucho httpAddress alcalde de ese municipio pi ..,Affected individuals
940,sube a DD la cifra de fallecidos por el terremoto en guatemala httpAddress,Affected individuals
941,rt usrId el rostro de los nios de san crist bal cucho #sanmarcos donde fallecieron DD miembros de una httpAddress v a usrId ..,Affected individuals
942,rt usrId death toll in guatemala quake rises to DD fire chief httpAddress,Affected individuals
943,rt usrId sismo hay al menos DD fallecidos en httpAddress autoridades indican que el n mero se podr a httpAddress,Affected individuals
944,rt usrId update guatemala president earthquake kills at least DD people httpAddress cj,Affected individuals
945,rt usrId informa el presidente otto prez que se eleva a DD la cifra de muertos por terremoto en #guatemala httpAddress ..,Affected individuals
946,rt usrId governor of san marcos department roughly httpAddress to a state in #guatemala reports DD fatalities due to today s #quake ..,Affected individuals
947,rt usrId 7.4 magnitude earthquake rocks guatemala killing DD by usrId httpAddress,Affected individuals
948,usrId gobernador de #sanmarcos reporta DD personas fallecidas #fuertesismogt,Affected individuals
949,rt usrId sismo hay al menos DD fallecidos en httpAddress autoridades indican que el n mero se podr a httpAddress,Affected individuals
950,asciende n mero de muertos por terremoto en guatemala httpAddress v a usrId,Affected individuals
951,rt usrId terremoto 7 4 ricther guatemala deja DD fallecidos casas en el suelo DD desaperecidos DDmil personas sin luz fo ..,Affected individuals
952,forte terremoto na guatemala deixa DD mortos httpAddress,Affected individuals
953,governador confirma DD mortes em terremoto na httpAddress httpAddress,Affected individuals
954,al menos DD muertos como consecuencia del terremoto de guatemala httpAddress,Affected individuals
955,rt usrId actualizado DD ser an los fallecidos tras el fuerte sismo que afect a guatemala httpAddress,Affected individuals
956,httpAddress terremoto in guatemala DD morti si cercano ancora cento persone httpAddress,Affected individuals
957,#guatemala DD v ctimas y DD desaparecidos seg n presidente httpAddress,Affected individuals
958,rt usrId terremoto 7 4 ricther guatemala deja DD fallecidos casas en el suelo y cientos de desaparecidos httpAddress,Affected individuals
959,rt usrId aumenta a DD el n mero de muertos por el sismo en guatemala httpAddress,Affected individuals
960,strong quake off guatemala kills 39 felt in mexico city guatemala city reuters a strong earthquake off httpAddress httpAddress,Affected individuals
961,rt usrId el rostro de los nios de san crist bal cucho #sanmarcos donde fallecieron DD miembros de una httpAddress v a usrId ..,Affected individuals
962,rt usrId aumenta a DD los muertos tras el fuerte terremoto en guatemala httpAddress,Affected individuals
963,check this out powerful quake hits guatemala killing at least DD a link in my bio,Affected individuals
964,wall street journal quake kills at least DD in guatemala wall street journal the magnitude 7 httpAddress,Affected individuals
965,rt usrId #envivo sube a DD n mero de muertos y DD heridos por terremoto en guatemala,Affected individuals
966,powerful quake hits guatemala killing at least DD houston chronicle cbs newspowerful quake hits guatemala httpAddress httpAddress,Affected individuals
967,rt usrId al menos DD muertos y casi cien desaparecidos deja terremoto en guatemala httpAddress,Affected individuals
968,rt usrId el temblor de httpAddress fue terremoto para httpAddress hay DD muertos y cientos de personas atrapadas entre los esc ..,Affected individuals
969,rt usrId al menos DD personas fallecieron en guatemala por terremoto de 7 4 grados httpAddress todos los antecedentes ahora en httpAddress,Affected individuals
970,rt usrId strong earthquake hits guatemala killing 39 a strong earthquake off the coast of guatemala on wednesday shook .. ht ..,Affected individuals
971,declaran alerta roja en guatemala tras httpAddress el violento movimiento tel rico cobra la vida de DD personas httpAddress httpAddress,Affected individuals
972,DD muertos por sismo de 7.3 en guatemala d,Affected individuals
973,rt usrId rt usrId update guatemala president earthquake kills at least DD people httpAddress cj,Affected individuals
974,rt usrId aumenta a DD cifra de fallecidos por sismo en guatemala httpAddress,Affected individuals
975,sismo en guatemala al menos diez muertos en san marcos httpAddress,Affected individuals
976,rt usrId al minuto aumenta a DD el n mero de muertos por sismo en guatemala confirma usrId,Affected individuals
977,van DD muertos por sismo en guatemala httpAddress v a usrId,Affected individuals
978,rt usrId usrId al minuto aumenta a DD el n mero de muertos por sismo en guatemala confirma usrId usrId,Affected individuals
979,rt usrId httpAddress DD muertos y DD heridos deja sismo de 7.2 grados en guatemala httpAddress,Affected individuals
980,rt usrId actualizado se eleva a DD la cifra de muertos por terremoto en guatemala httpAddress,Affected individuals
981,rt usrId guatemala j conta DD mortos por terremoto guatemala D nov httpAddress subiu para DD o n mero de mortos pelo httpAddress ht ..,Affected individuals
982,rt usrId sube a DD la cifra de muertos por terremoto en guatemala httpAddress,Affected individuals
983,rt usrId update powerful earthquake strikes guatemala border area near mexico killing at least DD httpAddress httpAddress,Affected individuals
984,rt usrId contin an labores de rescate de soterrados en arenera de aldea el recreo httpAddress v a httpAddress httpAddress h ..,Affected individuals
985,dozens killed in guatemala quake at least DD people are killed and many more are missing after a httpAddress quake strikes off httpAddress,Affected individuals
986,n mero de mortos em terremoto na guatemala sobe para DD subiu para DD o n mero de mortos pelo terremoto de httpAddress httpAddress,Affected individuals
987,van DD muertos por terremoto en guatemala httpAddress v a usrId,Affected individuals
988,rt usrId suman DD muertos y ms de DD desaparecidos por sismo en guatemala ; en mxico saldo blanco httpAddress,Affected individuals
989,rt usrId DD muertos y DD desaparecidos por sismo en guatemala httpAddress,Affected individuals
990,terremoto na guatemala mata ao menos DD pessoas httpAddress,Affected individuals
991,rt usrId cifra de muertos por #terremoto 7 4 richter que sacudi a guatemala se elev a 48 informaron autoridades httpAddress ..,Affected individuals
992,terremoto en guatemala mata al menos a 48 deja desaparecidos y cientos de heridos httpAddress,Affected individuals
993,usrId httpAddress DD los muertos por sismo httpAddress,Affected individuals
994,sismo en guatemala al menos DD muertos y DD desaparecidos httpAddress noticieros televisasismo en httpAddress httpAddress,Affected individuals
995,al menos DD muertos por fuerte sismo en guatemala httpAddress,Affected individuals
996,rt usrId temblor en guatemala deja hasta el momento DD muertos y DD httpAddress usrId por tv httpAddress,Affected individuals
997,rt usrId terremoto dej muerte y destrucci n en guatemala httpAddress #ciudadccs,Affected individuals
998,quake kills at least DD in guatemala wall street journal wall street journalquake kills at least DD in httpAddress httpAddress,Affected individuals
999,al menos DD muertos por fuerte sismo en guatemala httpAddress,Affected individuals
1000,strong earthquake off guatemala kills at least 48 a strong earthquake off the coast of guatemala killed at httpAddress httpAddress,Affected individuals
1001,rt usrId guatemala se eleva a DD el n mero de fallecidos por terremoto httpAddress,Affected individuals
1002,strong earthquake off guatemala kills at least 48 a strong earthquake off the coast of guatemala killed at httpAddress httpAddress,Affected individuals
1003,rt usrId guatemala earthquake at least DD dead httpAddress,Affected individuals
1004,DD muertos por un sismo en guatemala y alerta de tsunami en nicaragua leer el art culo httpAddress,Affected individuals
1005,quake kills at least DD in guatemala wall street journal wall street journalquake kills at least DD in httpAddress httpAddress,Affected individuals
1006,bbc news home video dozens killed in guatemala quake bbc news home .. httpAddress,Affected individuals
1007,breaking news guatemala quake kills DD injures 155 guatemala city a httpAddress earthquake struck off the httpAddress httpAddress,Affected individuals
1008,via usrId ascienden a DD los muertos por terremoto en guatemala httpAddress,Affected individuals
1009,aumenta a DD los muertos por terremoto en guatemala httpAddress,Affected individuals
1010,DD personas fallecieron en el terremoto de san marcos guatemala .,Affected individuals
1011,DD casas destruidas DD mueros DD heridos ! #fuerzaguate #terremotogt,Affected individuals
1012,powerful quake hits guatemala DD dead a httpAddress earthquake has rocked guatemala killing at least DD httpAddress httpAddress,Affected individuals
1013,otto prez eleva a DD los muertos por el terremoto en guatemala la provincia ms afectada es san httpAddress httpAddress via usrId,Affected individuals
1014,death toll of guatemala earthquake has risen to DD httpAddress,Affected individuals
1015,rt usrId sube a DD la cifra de v ctimas por sismo en guatemala httpAddress,Affected individuals
1016,#terremoto en #guatemala y se dieron DD replicas durante el dia httpAddress #chile #peru #bolivia #spain #mexico #belize #houston,Affected individuals
1017,rt usrId tristes noticias en guatemala encuentran a ricardo arjona despus del temblor en su apartamento con httpAddress,Affected individuals
1018,rt usrId terremoto en guatemala deja al menos DD httpAddress video httpAddress,Affected individuals
1019,rt usrId el presidente de guatemala habla de DD desaparecidos por el sismo de 7.2 esta httpAddress el peor en DD aos,Affected individuals
1020,rt usrId aumenta a DD el n mero de personas muertas tras el sismo de 7.4 grados en la escala richter que sacudi a guatemala htt ..,Affected individuals
1021,terremoto que sacudi #guatemala se ha cobrado la vida de al menos DD personas httpAddress,Affected individuals
1022,strong earthquake off guatemala kills at least DD a strong earthquake off the coast of guatemala killed at least httpAddress httpAddress,Affected individuals
1023,rt usrId update #guatemala s president molina says at least DD people killed by #earthquake httpAddress,Affected individuals
1024,guatemala quake kills dozens httpAddress,Affected individuals
1025,guatemala quake kills dozens a httpAddress earthquake hit wednesday off the coast of guatemala near its httpAddress httpAddress,Affected individuals
1026,DD personas muertas se han contabilizado tras terremoto en guatemala httpAddress,Affected individuals
1027,rt usrId atencin reportan ms de medio mill n de personas afectadas por fuerte sismo en httpAddress al momento DD mil afectado ..,Affected individuals
1028,noticiasmvs se eleva a DD la cantidad de muertos por terremoto en guatemala httpAddress,Affected individuals
1029,#guatemala terremoto di magnitudo httpAddress per ora DD vittime e almeno cento dispersi httpAddress,Affected individuals
1030,rt usrId muertos en guatemala podr an aumentar tras intenso terremoto prensa latina httpAddress #guatemala,Affected individuals
1031,powerful quake hits guatemala killing at least DD httpAddress via usrId,Affected individuals
1032,rt usrId guatemala quake kills 48 ; DD missing httpAddress ynet,Affected individuals
1033,rt usrId terremoto in guatemala almeno DD morti DD i dispersi presidente bilancio potrebbe aggravarsi httpAddress,Affected individuals
1034,rt usrId al menos DD muertos en un terremoto en guatemala httpAddress,Affected individuals
1035,rt usrId DD muertos y DD heridos deja sismo de 7.2 grados en guatemala httpAddress,Affected individuals
1036,terremoto en guatemala deja cerca de DD muertos httpAddress,Affected individuals
1037,at least DD killed as 7.4 mag earthquake strikes guatemala httpAddress via usrId,Affected individuals
1038,el terremoto de magnitud 7 5 en guatemala causa al menos DD muertos y DD desaparecidos httpAddress #global httpAddress,Affected individuals
1039,rt usrId el terremoto de guatemala de magnitud 7 2 en la escala richter causa al menos DD muertos y ms de DD heridos httpAddress ..,Affected individuals
1040,se eleva a DD el total de muertos por el terremoto en guatemala httpAddress,Affected individuals
1041,mundo n mero de mortos em terremoto de 7 4 graus na guatemala sobe a 48 httpAddress,Affected individuals
1042,guatemala earthquake 2012 temblor death toll rises to DD video san marcos guatemala guatemalans httpAddress httpAddress,Affected individuals
1043,rt usrId powerful earthquake strikes guatemala border area near mexico killing at least DD world news lethbridge herald htt ..,Affected individuals
1044,rt usrId sisme au #guatemala DD morts DD bless DD disparus httpAddress,Affected individuals
1045,cifra de fallecidos por terremoto en guatemala aumenta a DD httpAddress,Affected individuals
1046,elvin laput wrote magnitude 7.3 earthquake in guatemala leaves DD httpAddress god bless the people httpAddress #prayforguatemala,Affected individuals
1047,al menos DD muertos por terremoto en guatemala foto reuters el sismo que sacudi guatemala se ha cobrado la .. httpAddress,Affected individuals
1048,rt usrId cifra de fallecidos por terremoto en guatemala aumenta a DD httpAddress,Affected individuals
1049,httpAddress terremoto deja al menos DD muertos en guatemala en httpAddress blackberry,Affected individuals
1050,rt usrId dozens killed in guatemala earthquake httpAddress #world,Affected individuals
1051,rt usrId guatemala amanece bajo duelo nacional por la muerte de DD personas tras el terremoto de 7 4 grados de httpAddress DD siguen ..,Affected individuals
1052,DD dead after earthquake rocks guatemala httpAddress,Affected individuals
1053,luto en httpAddress sismo de 7.3 deja DD muertos httpAddress #pyesnoticia,Affected individuals
1054,al menos DD muertos por fuerte sismo en guatemala el gobierno de guatemala declar la alerta roja tras el httpAddress httpAddress,Affected individuals
1055,n mero de mortos em terremoto na guatemala sobe para DD httpAddress,Affected individuals
1056,rt usrId free to read an earthquake rocked guatemala and southern mexico on wednesday killing at least DD people httpAddress,Affected individuals
1057,terremoto que dej unos DD muertos en guatemala es el ms violento en los ltimos DD aos httpAddress,Affected individuals
1058,rt usrId al menos DD muertos 1DD heridos y ms de DD desaparecidos es el saldo del sismo de 7 4 grados que sacudi #guatemala httpAddress ..,Affected individuals
1059,dozens dead after quake hits guatemala httpAddress,Affected individuals
1060,rt usrId al menos DD muertos 1DD heridos y ms de DD desaparecidos es el saldo del sismo de 7 4 grados que sacudi #guatemala httpAddress ..,Affected individuals
1061,rt usrId video terremoto de 7 4 en guatemala deja varios muertos telenoticias httpAddress,Affected individuals
1062,al menos DD muertos y casi cien desaparecidos deja terremoto en guatemala httpAddress v a usrId,Affected individuals
1063,terremoto mata DD pessoas na guatemala pelo menos DD pessoas morreram na guatemala e DD ficaram feri httpAddress #video #guatemala,Affected individuals
1064,al menos DD muertos y DD desaparecidos en un violento terremoto en guatemala httpAddress,Affected individuals
1065,rt usrId ahora ltimo reporte de terremoto en guatemala confirma DD muertos y DD desaparecidos #cnnchile,Affected individuals
1066,oficialmente DD personas fallecidas y DD desaparecidas #conred #temblorgt httpAddress,Affected individuals
1067,otto prez eleva a DD el n mero de muertos por el terremoto en guatemala httpAddress,Affected individuals
1068,suben a DD los muertos por sismo en guatemala cnn en espaol httpAddress blogs httpAddress,Affected individuals
1069,president #ottoperezmolina updates death toll in #guatemala after #earthquake DD dead and DD httpAddress httpAddress,Affected individuals
1070,president #ottoperezmolina updates death toll in #guatemala after #earthquake DD dead and DD httpAddress httpAddress,Affected individuals
1071,aumenta n mero de muertos por sismo que sacudi guatemala httpAddress,Affected individuals
1072,rt usrId suben a DD los muertos por el sismo en #guatemala seg n el presidente otto prez molina httpAddress,Affected individuals
1073,suben a DD los muertos por el sismo en guatemala ; declaran tres d as de duelo cnn en espaol httpAddress,Affected individuals
1074,rt usrId up to 10 00 homes left uninhabitable in guatemala by earthquake which killed at least DD people httpAddress,Affected individuals
1075,rt usrId noticia de caracol1260 suman DD los muertos y 1 2 millones de afectados por terremoto en guatemala httpAddress,Affected individuals
1076,a DD se elev el n mero de muertos por terremoto en guatemala httpAddress,Affected individuals
1077,ascienden DD los muertos y 1 2 millones de afectados por terremoto en guatemala la cifra de muertos por httpAddress httpAddress,Affected individuals
1078,there are now DD dead after the quake in guatemala httpAddress help is getting to the victims even though the task is far from done,Affected individuals
1079,rt usrId noticiero online se eleva a DD la cifra de v ctimas mortales tras sismo en httpAddress #prensalibrehoy en httpAddress ..,Affected individuals
1080,rt usrId death toll from the earthquake in #guatemala now put at 52 . httpAddress,Affected individuals
1081,aumenta a DD personas la cifra de fallecidos a consecuencia del terremoto que sacudi a httpAddress httpAddress,Affected individuals
1082,rt usrId #guatemala el n mero de v ctimas fatales por el temblor se eleva a DD v a usrId,Affected individuals
1083,rt usrId death toll in guatemala earthquake rises to 52 ; many of DD still missing presumed dead president says usrId httpAddress ..,Affected individuals
1084,suman DD los muertos y 1.2 millones de afectados por terremoto en guatemala siempre ! httpAddress,Affected individuals
1085,guatemala quake toll rises to DD httpAddress,Affected individuals
1086,guatemala earthquake victims huddle in streets at least DD dead httpAddress,Affected individuals
1087,DD ya es el n mero de personas fallecidas en #guatemala,Affected individuals
1088,rt usrId #sismo sube a DD la cifra de muertos en httpAddress a n hay DD desaparecidos se prev que cifra de v ctimas aument ..,Affected individuals
1089,sube a DD la cifra de muertos en guatemala httpAddress #guatemala #sismo #muertos,Affected individuals
1090,rt usrId DD dead in guatemala many more missing due to the earthquake yesterday httpAddress via usrId,Affected individuals
1091,rt usrId #guatemala quake deaths now 52 expected to rise houston chronicle httpAddress,Affected individuals
1092,rt usrId 7.2 magnitude earthquake kills at least DD in guatemala httpAddress,Affected individuals
1093,hay un mill n de personas afectadas tras sismo de guatemala habitantes y rescatistas usan equipo pesado en httpAddress httpAddress via,Affected individuals
1094,#vivachavezcarajo aumenta a DD los muertos y 1 2 millones de afectados por terremoto en guatemala contin a la httpAddress httpAddress,Affected individuals
1095,powerful guatemala earthquake kills at least DD people httpAddress,Affected individuals
1096,rt usrId a httpAddress earthquake rocked guatemala on wednesday killing at least DD people in two states as it httpAddress http ..,Affected individuals
1097,rt usrId aumenta a DD el n mero de muertos por sismo en #guatemala httpAddress,Affected individuals
1098,desperate search continues for quake survivors in guatemala httpAddress,Affected individuals
1099,asciende a DD el n mero de v ctimas del terremoto en guatemala fotos httpAddress,Affected individuals
1100,terremoto en guatemala deja al menos DD muertos httpAddress,Affected individuals
1101,mourners bury family killed in guatemala quake san cristobal cucho guatemala reuters ivan vasquez cried httpAddress httpAddress,Affected individuals
1102,reuters mourners bury family killed in guatemala quake san cristobal cucho guatemala reuters ivan httpAddress httpAddress,Affected individuals
1103,DD personas han perdido la vida y un mill n ms resultaron afectados tras sismo en httpAddress httpAddress,Affected individuals
1104,httpAddress mourners bury family killed in guatemala quake reuters share with httpAddress httpAddress httpAddress,Affected individuals
1105,am DD news us citizen among victims of guatemala earthquake httpAddress,Affected individuals
1106,rt usrId reducen a DD la cifra de muertes en guatemala por el terremoto del mircoles httpAddress,Affected individuals
1107,reducen a DD la cifra de muertos por terremoto en guatemala httpAddress,Affected individuals
1108,rt usrId baja a DD n mero de muertos por terremoto en guatemala httpAddress,Affected individuals
1109,rt usrId baja a DD n mero de muertos por terremoto en guatemala httpAddress,Affected individuals
1110,ya van DD muertos a causa del terremoto en guatemala httpAddress httpAddress,Affected individuals
1111,pakis rape kids new earthquake shakes guatemala s pacific coast one injured guatemala httpAddress httpAddress #edl #bnp #bfp #nf,Affected individuals
1112,forte terremoto de magnitude 6 2 sacode a guatemala a rplica mais forte do tremor de 7 4 graus que matou httpAddress httpAddress,Affected individuals
1113,at least DD dead after httpAddress quake off mexico guatemala border this just in httpAddress blogs httpAddress,Affected individuals
1114,rt usrId aumenta a DD mil n mero de damnificados tras sismo del pasado D de noviembre en httpAddress httpAddress,Affected individuals
1115,ym sube a DD el n mero de muertos por el terremoto en guatemala httpAddress #noticias #mundo,Affected individuals
1116,rescatan ltimos dos cuerpos en san marcos tras sismo en guatemala httpAddress #internacional,Affected individuals
1117,aumenta a DD el n mero de muertos por terremoto en guatemala httpAddress,Affected individuals
1118,#informate sismo de 3.1 sacude frontera con el salvador y guatemala httpAddress,Affected individuals
1119,terremoto na guatemala afeta mais de um milho de pessoas httpAddress,Affected individuals
1120,rt usrId dos perros ayudan a localizar a su amo v ctima del terremoto en guatemala gt ; httpAddress,Affected individuals
1121,#guatemala 3.4 milliones de personas afectadas por sismo de escala httpAddress httpAddress,Affected individuals
1122,rt usrId sismo en guatemala deja 50 00 damnificados httpAddress,Affected individuals
1123,rt usrId httpAddress 14 24 hlv httpAddress 3.1 mw a DD km al suroeste de san cristobal httpAddress httpAddress w httpAddress httpAddress km,Caution and advice
1124,usrId httpAddress 14 24 hlv httpAddress 3.1 mw a DD km al suroeste de san cristobal httpAddress httpAddress w httpAddress httpAddress km,Caution and advice
1125,rt usrId D . 5 earthquake 49km sw of champerico httpAddress nov D 10 35 at epicenter 6m ago depth httpAddress httpAddress,Caution and advice
1126,rt usrId #sismo recuerde no grite no corra no empuje y dir jase a una zona httpAddress #oaxaca #mexico #edomex #df #chiapas,Caution and advice
1127,rt usrId sismo se percibe en mexico y guatemala al momento no hay heridos 7 5 ricther,Caution and advice
1128,rt usrId seg n la usgs un sismo de 7 5 richter sacudi centroamrica frente a httpAddress el sismol gico de mxico lo cifr en ..,Caution and advice
1129,terremoto en guatemala 7 5 no hay alerta de tsunami para las costas del pasifico,Caution and advice
1130,rt usrId magnitude 7.5 quake hits off guatemala s pacific coast usgs,Caution and advice
1131,rt usrId sismo de mas de D puntos en guatemala costa del pacifico,Caution and advice
1132,un sismo de 7 5 grados en la escala de richter se registr en httpAddress el movimiento s smico tambin se sinti en httpAddress,Caution and advice
1133,rt usrId ltima hora temblor de 7.4 grados a DD kil metros de #champerico httpAddress,Caution and advice
1134,usrId 7.5 earthquake off the coast of guatemala pwta reports httpAddress no tsunami alert httpAddress,Caution and advice
1135,rt usrId ltima hora un terremoto de magnitud 7 3 sacude la costa del pac fico de guatemala,Caution and advice
1136,rt usrId presidenteoj se suspenden las actividades en la torre de tribunales por el d a de httpAddress #temblorgt,Caution and advice
1137,rt usrId el centro de alerta de tsunami de estados unidos emite alerta de tsunami para chiapas y guatemala tras sismo httpAddress ..,Caution and advice
1138,strong earthquake hits guatemala coast usgs httpAddress,Caution and advice
1139,rt usrId ampliaci n un terremoto de magnitud 7 5 sacude la costa del pac fico de guatemala httpAddress v a usrId,Caution and advice
1140,rt usrId sismo de 7.5 httpAddress hay alerta de tsunami en el httpAddress sensible en guatemala el salvador y httpAddress,Caution and advice
