item_id,item,label
3684,rt usrId after today s 6.0 earthquake in san francisco nancy pelosi has commissioned a team of structural engineers to evaluat,Infrastructure and utilities
3685,residents businesses accessing damage by httpAddress earthquake httpAddress,Infrastructure and utilities
3686,rt usrId early damage estimates 1billion DD buildings condemned #napaquake 13yrold boy in critical now stable ! fractured pelvis e,Infrastructure and utilities
3687,bay area s 6.0 quake aftershocks and damage reports httpAddress,Infrastructure and utilities
3688,california quake means big damage for napa valley wineries httpAddress,Infrastructure and utilities
3689,napa s hess collection s james caudill on quake damage at winery httpAddress via usrId,Infrastructure and utilities
3690,httpAddress wineries damaged in ca earthquake httpAddress #liberallogic #tcot #uniteblue #pjnet #teaparty #libcrib,Infrastructure and utilities
3691,napa rushes to fix quake damage as drought means early harvest .. httpAddress #billprice #napavalleyvintners #sanfranciscobay,Infrastructure and utilities
3692,scores injured in magnitude 6.1 #napaquake gt ; httpAddress #earthquake,Affected individuals
3693,D critically injured and DD sent to hospital after 6.0 quake rattles california s napa region httpAddress via usrId,Affected individuals
3694,DD injured D critical after napa california quake httpAddress via usrId,Affected individuals
3695,httpAddress D earthquake dozens injured D critically after strong earthquake in california httpAddress,Affected individuals
3696,rt usrId #earthquake #napa valley #california many injured none life threatening and damage httpAddress http,Affected individuals
3697,#christianpost north california quake DD people injured in area s strongest earthquake in DD years httpAddress,Affected individuals
3698,D critically injured and DD sent to hospital after 6.0 quake rattles california s napa region httpAddress,Affected individuals
3699,D critically injured DD treated at hospital after strong damaging california #earthquake httpAddress,Affected individuals
3700,D people critically injured after httpAddress california quake httpAddress,Affected individuals
3701,usa news httpAddress hot news DD earthquake three critically injured almost DD treated at napa hospital following 6.0 ..,Affected individuals
3702,usa news httpAddress hot news DD earthquake northern california rattled by httpAddress httpAddress dozens httpAddress #earth,Affected individuals
3703,california hit with worst quake in DD years new images emerge of widespread damage in httpAddress more than DD people were injured ..,Affected individuals
3704,over DD injured in napa quake httpAddress,Affected individuals
3705,child critical after being crushed by fireplace in california earthquake httpAddress,Affected individuals
3706,losses from california quake could top 1 billion via usrId httpAddress,Donations and volunteering
3707,insurance coverage likely to get more respect after the california earthquake httpAddress,Donations and volunteering
3708,california wine country quake losses seen in the billions httpAddress,Donations and volunteering
3709,california wine country quake losses seen in the billions chicago tribune httpAddress #cawine,Donations and volunteering
3710,the california quake may cost wine country billions #newsad link httpAddress,Donations and volunteering
3711,i don t httpAddress httpAddress if u had a winery the first thing i d do is make the wine storage earthquake httpAddress but that s just me .,Not related or irrelevant
3712,now possible #timmies #burgerking merger #ottawa stabbing ottawa drowning #napa #quake listen httpAddress #ottnews,Not related or irrelevant
3713,earthquake in httpAddress sweet,Not related or irrelevant
3714,new list of things to blame obama for #ebola #golfing #methane #brarbunga #netanyahu #napaquake #occularorbit #yazidis #cadrought #tcot,Not related or irrelevant
3715,#napaquake unleashes tsunami of wine via usrId httpAddress httpAddress,Not related or irrelevant
3716,rt usrId how many aftershocks have been documented after the httpAddress,Not related or irrelevant
3717,my first earthquake was a httpAddress san francisco you were my httpAddress,Not related or irrelevant
3718,grandma in brazil hears there s an earthquake somewhere in ca amp ; goes on a portuguese fb rampage asking if i m httpAddress nope still pumpin b,Not related or irrelevant
3719,so between the #earthquake in #napa and the freeze in the #flx #wine will be next year ?,Not related or irrelevant
3720,shared a link httpAddress,Not related or irrelevant
3721,digital marketing consultant lucky as #napa quake rocks home httpAddress #customerexperience,Not related or irrelevant
3722,christian brothers untouched in #napa quake,Not related or irrelevant
3723,did cliches help kill newspapers ? or just lack of imagination ? #napa #napaquake usrId usrId usrId httpAddress,Not related or irrelevant
3724,earthquake #earthquake california earthquake san francisco DD northern california httpAddress httpAddress #earthquake,Other Useful Information
3725,wcvb boston california quake recovering after 6.0 httpAddress httpAddress,Other Useful Information
3726,california wine country rocked by 6.0 quake dozens hurt reuters reuterscalifornia wine country rocked by httpAddress httpAddress,Other Useful Information
3727,earthquake mag 2.8 saturday httpAddress 8 24pm utc central california #pocketweather httpAddress httpAddress,Other Useful Information
3728,usa httpAddress DD earthquake the bay area just got hit with its largest earthquake in DD years janinebucks alabama usa montg,Other Useful Information
3729,httpAddress quake shakes san francisco ; largest bay area quake since DD dallas morning news httpAddress #bayarea,Other Useful Information
3730,california earthquake kids skateboard on fissured streets as clean up operation begins httpAddress,Other Useful Information
3731,the DD earthquake in san francisco california was fucking httpAddress,Other Useful Information
3732,earthquake rocks napa valley httpAddress via usrId,Other Useful Information
3733,california quake recovering after 6.0 tremor httpAddress,Other Useful Information
3734,what napa looks like after the quake httpAddress via usrId,Other Useful Information
3735,california quake ; journalist freed in syria ; more news you should know this morning from cbs news httpAddress 25 DD httpAddress,Other Useful Information
3736,pretty interesting event study using big httpAddress httpAddress,Other Useful Information
3737,our extensive coverage of the #napaquake from usrId httpAddress httpAddress,Other Useful Information
3738,united states napa valley suffers worst earthquake since october DD DD as residents remember httpAddress httpAddress #ans2014,Other Useful Information
3739,some interesting #mathchat i know it s early for that ! from usrId who breaks down #napaquake in tnt equivalent usrId,Other Useful Information
3740,violent quake rocks bay area are more aftershocks to come ? bridewell who said he had to climb over httpAddress httpAddress,Other Useful Information
3741,earthquake s timing left many fumbling in dark in california s wine country httpAddress,Other Useful Information
3742,a real time sleep chart shows the napa valley earthquake woke up almost everyone there httpAddress via usrId,Other Useful Information
3743,scientists napa quake should be a wake up call httpAddress,Other Useful Information
3744,billions of dollars of wine rocked in california earthquake httpAddress,Other Useful Information
3745,rt usrId iris has posted a teachable moment presentation on the south napa california httpAddress httpAddress,Other Useful Information
3746,happening monday news on usrId usrId and usrId the napa earthquake ferguson usrId and usrId httpAddress,Other Useful Information
3747,a real time sleep chart shows the napa valley earthquake woke up almost everyone there httpAddress #bpulse #tech,Other Useful Information
3748,massachusetts usa cambridge httpAddress #earthquake DD the bay area just got hit with its largest earthquake in DD years eart,Other Useful Information
3749,#california lacks #earthquake #earlywarningsystem #news httpAddress,Other Useful Information
3750,mccain used the bay area earthquake to blast obama s foreign policy httpAddress usrId #tcot #p2 usrId #uniteblue #libcrib,Other Useful Information
3751,strongest earthquake in DD years rocks california s wine country httpAddress #emm,Other Useful Information
3752,magnitude 1.4 #earthquake httpAddress km nw of mammoth lakes ca httpAddress,Other Useful Information
3753,6.0 earthquake shakes california wine country httpAddress,Other Useful Information
3754,a httpAddress #earthquake hits the san francisco bay httpAddress httpAddress httpAddress,Other Useful Information
3755,before httpAddress christ httpAddress mt usrId 6.0 california quake DD km sse of clear lake httpAddress previous eruptions 10 00 years httpAddress,Other Useful Information
3756,images of the #napaquake httpAddress httpAddress,Other Useful Information
3757,great article from usrId about how the sf earthquake affected people s sleep httpAddress,Other Useful Information
3758,top stories today #michaelbrown s father asks for day of silence ca wine country hit httpAddress httpAddress journalist freed httpAddress,Other Useful Information
3759,photos quake rattles northern california httpAddress via usrId,Other Useful Information
3760,california hit by strong httpAddress quake bubblews httpAddress via usrId,Other Useful Information
3761,by the numbers napa earthquake s impact httpAddress via usrId,Other Useful Information
3762,photos of the #earthquake in httpAddress httpAddress,Other Useful Information
3763,usrId photos of the #earthquake in httpAddress httpAddress noo,Other Useful Information
3764,#napa on my mind DD louis m . martini #cabernetsauvignon #wine httpAddress via usrId #napaearthquake #napaquake,Other Useful Information
3765,#napa httpAddress king s poseidon vineyard httpAddress i found D m httpAddress httpAddress httpAddress,Other Useful Information
3766,strong httpAddress quake hits northern california httpAddress sale httpAddress #video,Other Useful Information
3767,jawbone looks at up data to see how many were woken up by the napaearthquake httpAddress,Other Useful Information
3768,how to make the most fun out of a ca earthquake ! httpAddress,Other Useful Information
3769,rt usrId the napa earthquake woke up 93 of locals and more than half of san francisco according to data from jawbone httpAddress,Other Useful Information
3770,"after chile san francisco now peru struck by 6.9 earthquake on sunday

after chile san francisco now it httpAddress httpAddress",Other Useful Information
3771,seismologists warn that northern california s biggest earthquake in DD years may mean a bigger one will hit soon httpAddress,Other Useful Information
3772,rt usrId a strong #earthquake rattled #california s wine country and caused a state of emergency httpAddress,Other Useful Information
3773,napa california earthquake photo gallery httpAddress,Other Useful Information
3774,rt usrId making the best of it #pushlife #skate #napa #quake #skateboarding via usrId photo by jeremy httpAddress httpAddress,Other Useful Information
3775,rt usrId billions of dollars of wine rocked in california quake httpAddress,Other Useful Information
3776,napa earthquake renews calls for early warning system to minimize future damage injury httpAddress #jddci #civ2010 #gouvci,Other Useful Information
3777,barry martin the #napa pio is about to speak with mark and darya on httpAddress #napaquake #aftershock #earthquake,Other Useful Information
3778,california usa daly city httpAddress #earthquake DD scores of aftershocks from napa earthquake felt more on the way earthqu,Other Useful Information
3779,minor httpAddress 3.2 earthquake 8km sw of napa california on tuesday DD august DD httpAddress,Other Useful Information
3780,napa earthquake renews calls for early warning system to minimize future damage injury httpAddress #sanfrancisco,Other Useful Information
3781,belia ramos the vice mayor of #americancanyon is speaking with mark and darya live ! #earthquake #napa #napaquake tune in to channel 4 !,Other Useful Information
3782,perhaps california will fund an early warning system for quakes and winemakers will secure barrel httpAddress httpAddress #napaquake,Other Useful Information
3783,rt usrId researcher successfully predicted massive bay area #earthquake httpAddress #napa,Other Useful Information
3784,violent quake rocks bay area are more aftershocks to come ? bridewell who said he had to climb over httpAddress httpAddress,Other Useful Information
3785,shakealert ! m 3.0 7km sw of napa california map httpAddress #earthquake,Other Useful Information
3786,magnitude 3.9 3km wnw of american canyon california #earthquake httpAddress,Other Useful Information
3787,#napa earthquake leaves scientists increasingly confident an early warning system could help save lives httpAddress usrId,Other Useful Information
3788,is the big one coming ? #earthquake #wholelottashakin #bayarea #napa #americancanyon #aftershocks httpAddress,Other Useful Information
3789,too close for comfort #earthquake #bayarea #napa #americancanyon #aftershocks httpAddress,Other Useful Information
3790,fitness trackers show how many people woke up during the bay area quake via usrId httpAddress,Other Useful Information
3791,california usa bakersfield # #earthquake breaking news DD earthquake napa earthquake of DD janinebucks usa httpAddress,Other Useful Information
3792,ca governor usrId joins usrId to talk about aid for areas hit by sunday s httpAddress tune in to usrId at 8 37 am .,Other Useful Information
3793,httpAddress aftershock rattles #napa #earthquake httpAddress,Other Useful Information
3794,earthquake warning systems httpAddress but california won t pay for httpAddress #california httpAddress httpAddress,Other Useful Information
3795,httpAddress aftershock rattles #napa #earthquake httpAddress via usrId,Other Useful Information
3796,"in latest california #earthquake shake alert tests its legs
via usrId httpAddress",Other Useful Information
3797,check out earthquake alert detector alarm pgs047 saves lives #terremoto #detector alarma httpAddress via usrId #temblor #napa,Other Useful Information
3798,interactive #map of the #napa #earthquake as tracked via #socialmedia posts httpAddress #napaquake,Other Useful Information
3799,rt usrId update did you feel it map amp ; how many responses to this morning s numerous #napaquake httpAddress httpAddress,Other Useful Information
3800,earthquake warning systems httpAddress but california won t pay for httpAddress httpAddress #uniteblue,Other Useful Information
3801,earthquake rattles california wine country httpAddress,Other Useful Information
3802,after #earthquake efforts focus on assessment cleanup #napa #catholic httpAddress,Other Useful Information
3803,the usrId just sent an update on their research of httpAddress httpAddress river valley sediments likely amplified httpAddress,Other Useful Information
3804,my home away from home on many occasions gt ; please let the damage be buildings not httpAddress httpAddress #earthquake #sonoma #napa,Sympathy and support
3805,that san francisco earthquake was much worse that i httpAddress hope everybody s ok !,Sympathy and support
3806,wishing all my californian friends blessing amp ; i hope you all are httpAddress #godbless you httpAddress #earthquake #napa,Sympathy and support
15700,rt usrId tennessee usa knoxville httpAddress #earthquake breaking news DD earthquake northern california braces for af,Other Useful Information
15701,rt usrId we re updating this interactive map of reported damage from the httpAddress check it out httpAddress httpAddress,Infrastructure and utilities
15702,rt usrId strong 6.1 earthquake rocks san francisco bay area injures 87 significant damage in napa httpAddress,Affected individuals
15703,rt usrId wisconsin usa madison httpAddress breaking news DD earthquake 6.0 earthquake jolts bay area damage and at least,Infrastructure and utilities
15704,rt usrId infodude amazing use of #bigdata from usrId how the napa earthquake affected bay area sleepers httpAddress,Other Useful Information
15705,rt usrId napa california #earthquake was region s most severe since httpAddress get tips on how affected should respond httpAddress,Other Useful Information
15706,#usaheadlines cleanup efforts underway after major earthquake in california httpAddress,Other Useful Information
15707,jawbone looks at up data to see how many were woken up by the napa earthquake jawbone has shown one of the httpAddress httpAddress,Other Useful Information
15708,the san francisco earthquake in wine country injured dozens of people httpAddress reuters a 6.0 httpAddress httpAddress,Affected individuals
15709,rt usrId state of emergency after 6.0 earthquake hits california wine country httpAddress httpAddress,Other Useful Information
15710,rt usrId thinking of all those dealing with the #aftermath of the #earthquake in httpAddress,Sympathy and support
15711,rt usrId economic losses from california earthquake could top 1 billion httpAddress,Infrastructure and utilities
15712,rt usrId the single most california photo of all httpAddress #napaquake httpAddress,Other Useful Information
15713,rt usrId usa news httpAddress hot news DD earthquake northern california struck by 6.0 magnitude earthquake #earthqua,Other Useful Information
15714,did god send earthquake because california ship workers denyisrael httpAddress,Not related or irrelevant
15715,jawbone knows how many of its users were roused by the napa earthquake httpAddress,Other Useful Information
15716,rt usrId the extent of my parents helping me move to san francisco has been them looking up earthquake videos and warning me .,Caution and advice
15717,boy hurt in california quake i should be dead boy badly hurt by bricks in california quake says lucky to httpAddress httpAddress,Other Useful Information
15718,rt usrId california wine country quake losses seen in the billions httpAddress,Infrastructure and utilities
15719,rt usrId napa earthquake victims urged to only hire licensed contractors for repairs cal oes httpAddress httpAddress,Other Useful Information
15720,losses from california quake could top 1 billion new york times httpAddress,Other Useful Information
15721,skaters make best of napa earthquake by shredding buckled streets httpAddress,Not related or irrelevant
15722,over DD injured in napa quake via usrId httpAddress,Affected individuals
15723,rt usrId httpAddress earthquake DD #earthquake dozens injured D critically after strong earthquake in ca http,Affected individuals
15724,rt usrId rest easy oenophiles napa valley quake wont spike price of california #wine httpAddress,Other Useful Information
15725,gt ; gt ; gt ; gt ; gt ; httpAddress california begins quake clear up httpAddress gt ; gt ; gt ; gt ; gt ; httpAddress,Other Useful Information
15726,#newsupdates insured losses from napa earthquake could reach 500m to 1 billion httpAddress,Infrastructure and utilities
15727,video shows moment earthquake hit california ; updated reports say DD injured #cleveland httpAddress,Affected individuals
15728,6.0 earthquake strikes california wine country stuff .. httpAddress,Other Useful Information
15729,rt usrId D critically injured DD treated at hospital after 6.0 magnitude earthquake in california httpAddress,Affected individuals
15730,rt usrId httpAddress #californiaearthquake DD california earthquake wine country clears up damage around napa califo,Infrastructure and utilities
15731,rt usrId at least DD aftershocks have hit napa county california since sunday s httpAddress httpAddress usrId joins us no,Other Useful Information
15732,rt usrId usrId a 7.0 magnitude earthquake strikes southern peru httpAddress geological survey httpAddress north california the big on,Other Useful Information
15733,hoping for best powerful earthquake shakes northern california httpAddress httpAddress,Sympathy and support
15734,rt usrId i m taking over coverage of the #napaquake from httpAddress the damage looks striking in httpAddress httpAddress,Infrastructure and utilities
15735,rt usrId northern california earthquake is the strongest in DD years cnn httpAddress,Other Useful Information
15736,httpAddress 6km nw of american canyon california 2014 08 24 10 20 44 utc via usrId httpAddress,Other Useful Information
15737,rt usrId this drone captured the aftermath of the 6.0 napa httpAddress watch the full video here httpAddress httpAddress,Other Useful Information
15738,#cpcueropornoqrafico california earthquake marks first major test of hard luck city of .. httpAddress #lozteletobiiz,Other Useful Information
15739,rt usrId httpAddress sfgate DD #sfgate napa damaged more than DD hurt in northern california quake httpAddress,Affected individuals
15740,rt usrId httpAddress DD #earthquake earthquake state of emergency declared after california earthquake httpAddress,Caution and advice
15741,i really like graphs and this one is pretty good the napa earthquake woke this many jawbone up wearers httpAddress,Sympathy and support
15742,rt usrId somewhere a republican strategist is trying to prevent his client from linking california s earthquake to gay sex,Other Useful Information
15743,rt usrId england gbr newcastle upon tyne httpAddress breaking news DD california earthquake california earthquake most po,Other Useful Information
15744,napa earthquake map red tagged buildings esri map shows the damages caused by the 6.0 napa httpAddress httpAddress,Infrastructure and utilities
15745,rt usrId top story httpAddress 6km nw of american canyon california 2014 08 24 10 20 44 utc httpAddress see more httpAddress,Not related or irrelevant
15746,#breaking new injury numbers DD injured D fractures D critical #napaquake httpAddress,Affected individuals
15747,#rt #ipad #iphone california begins quake clear up httpAddress #app httpAddress,Other Useful Information
15748,rt usrId update 10 california wine country shaken by 6.0 quake dozens hurt via usrId #bonds httpAddress,Affected individuals
15749,rt usrId california is so chill they just has a huge earthquake and they re like httpAddress,Other Useful Information
15750,#israeldice losses from california quake could top 1 billion the httpAddress httpAddress httpAddress #israelgarciard,Other Useful Information
15751,earthquake rocks northern california an earthquake with a magnitude of 6.0 shakes northern california with httpAddress httpAddress,Other Useful Information
15752,rt usrId napa boy crushed by brick chimney in 6.0 quake i should be dead httpAddress,Affected individuals
15753,rt usrId update 170 people treated for injuries in aftermath of strong #california #earthquake httpAddress httpAddress,Affected individuals
15754,rt usrId california is so chill we just had a huge earthquake and were like httpAddress,Other Useful Information
15755,the former inspector at california s diablo canyon nuclear reactor worries it is susceptible to earthquake httpAddress httpAddress,Infrastructure and utilities
15756,rt usrId this photo is very httpAddress #napa #earthquake httpAddress,Not related or irrelevant
15757,skaters make best of napa earthquake by shredding buckled streets httpAddress #ipost,Infrastructure and utilities
15758,rt usrId usa news httpAddress hot news DD earthquake scores of aftershocks from napa earthquake felt more on the way,Other Useful Information
15759,prayers to all affected by #napaearthquake this morning httpAddress,Sympathy and support
15760,rt usrId california plans to build 80 million earthquake early warning system httpAddress httpAddress,Other Useful Information
15761,news update !! napa ca clean up continues after the napa california httpAddress #napaquake httpAddress,Other Useful Information
15762,rt usrId httpAddress earthquake #earthquake today earthquake california napa earthquake california earthquake httpAddress,Other Useful Information
15763,#usaheadlines northern california quake no way to know when next one will hit httpAddress httpAddress,Other Useful Information
15764,rt usrId quake aftershocks damage napa bridge force lane closure httpAddress,Infrastructure and utilities
15765,rt usrId drone footage of the earthquake damage in napa httpAddress httpAddress,Other Useful Information
15766,california starts quake clean up httpAddress #emm,Other Useful Information
15767,fortunately gallery DD in yountville ca only incurred minor damage during sunday s napa valley httpAddress httpAddress,Infrastructure and utilities
15768,this is what northern california looks like after earthquake abc news httpAddress via usrId,Other Useful Information
15769,napa rushes to fix quake damage as drought means early harvest httpAddress,Infrastructure and utilities
15770,rt usrId quake rocks california wine country dozens injured via usrId #news httpAddress,Affected individuals
15771,rt usrId fires injuries and more the latest news and updates on this morning s #napaquake httpAddress httpAddress,Affected individuals
15772,rt usrId DD things to do to prepare before the next earthquake hits southern california httpAddress,Other Useful Information
15773,usrId california earthquake destroys half the wine in napa vineyard httpAddress httpAddress usrId,Infrastructure and utilities
15774,rt usrId i see #napaquake trending on httpAddress with your help i d rather see these #naparocks #pressonapa #napastrong #drinknapa #visi,Not related or irrelevant
15775,rt usrId napa animal shelter officials have been able to reunite DD dogs with their owners since sunday s earthquake httpAddress,Other Useful Information
15776,rt usrId #djkingassassin 6.0 earthquake shakes northern california cop who killed michael brown httpAddress httpAddress,Affected individuals
15777,full statement by napa valley vintners on new #earthquake relief find with link for making donations httpAddress via naparegis,Donations and volunteering
15778,california quake could put a cork in us wine industry #napaquake httpAddress,Other Useful Information
15779,rt usrId this photo is very httpAddress #napa #earthquake httpAddress,Not related or irrelevant
15780,scores of aftershocks from napa earthquake felt more on the way los angeles times httpAddress of httpAddress httpAddress,Other Useful Information
15781,what caused california s napa earthquake ? httpAddress #space,Other Useful Information
15782,rt usrId a very californian way of dealing with the 6.0 earthquake in napa overnight via usrId httpAddress,Other Useful Information
15783,top storys httpAddress 6km nw of american canyon california 2014 08 24 10 20 44 u httpAddress see more httpAddress,Other Useful Information
15784,rt usrId the usrId shelters in napa and vallejo remain open to assist those affected by the httpAddress #napaquake,Donations and volunteering
15785,rt usrId here is what a magnitude 6 earthquake does in china and california httpAddress httpAddress via,Other Useful Information
15786,quake in california s wine country injures dozens httpAddress,Affected individuals
15787,excellent usrId story by usrId on the #earthquake early warning system in development in #california httpAddress,Caution and advice
15788,rt usrId what a california thing to do . skater takes advantage of napa earthquake damaged httpAddress via usrId httpAddress,Infrastructure and utilities
15789,indycar community shaken by california earthquake indianapolis star pqp q susto o terremoto httpAddress,Other Useful Information
15790,rt usrId significant amounts of drone footage on local tv station about the napa earthquake httpAddress httpAddress,Other Useful Information
15791,rt usrId httpAddress large httpAddress earthquake strikes peru httpAddress hits california httpAddress via usrId,Other Useful Information
15792,rt usrId only in httpAddress skateboarders shred buckled streets in httpAddress httpAddress #napaquake httpAddress,Other Useful Information
15793,rt usrId 6.0 earthquake in california looks terrible ! amp ; it reminds me what a real estate investor friend told me earthquake tim,Infrastructure and utilities
15794,#usaheadlines napa earthquake could cost insurers httpAddress but cat bonds likely safe httpAddress,Other Useful Information
15795,httpAddress california quake damages historic buildings the strongest quake to hit the bay area in .. httpAddress,Infrastructure and utilities
15796,news update northern california experiences most powerful earthquake in DD years httpAddress,Other Useful Information
15797,rt usrId damage from #napaquake car under rubble at third and brown streets httpAddress,Infrastructure and utilities
15798,rt usrId here s a recent example of health amp ; digital at work how the napa earthquake affected bay area sleepers ! httpAddress,Other Useful Information
15799,must see drone video offers aerial view of napa quake damage httpAddress httpAddress,Other Useful Information
15800,south napa earthquake causes damage injuries kgo tv httpAddress,Infrastructure and utilities
15801,california quake damages historic buildings the strongest quake to hit the bay area in DD years injured httpAddress httpAddress,Infrastructure and utilities
15802,rt usrId residents report mysterious flashes in the sky during napa httpAddress httpAddress,Other Useful Information
15803,rt usrId this photo is very httpAddress #napa #earthquake httpAddress,Not related or irrelevant
15804,rt usrId usa news httpAddress hot news DD earthquake three critically injured almost DD treated at napa hospital fol,Affected individuals
15805,skaters make best of napa earthquake by shredding buckled streets to quote jurassic park s esteemed httpAddress httpAddress,Other Useful Information
15806,rt usrId skateboarding atop an earthquake damaged street is the most california thing to ever httpAddress httpAddress,Infrastructure and utilities
15807,rt usrId jawbone fitness trackers show data about how many people were woken up by the south napa earthquake httpAddress,Other Useful Information
15808,rt usrId average #earthquake insurance cost california 860 a month via usrId httpAddress usrId usrId,Other Useful Information
15809,elca offers prayers for those affected by california earthquake via usrId httpAddress #unys,Sympathy and support
15810,rt usrId boe announces emergency tax relief for business owners affected by south napa earthquake httpAddress,Donations and volunteering
15811,napa earthquake power restored to thousands ; cleanup continues los angeles times,Infrastructure and utilities
15812,magnitude 6.0 earthquake strikes california s bay area httpAddress httpAddress,Other Useful Information
